video_id,title,channel,youtube_url,view_count,annotator_performative_labor,annotator_emotional_bait,annotator_narrative_conflict,annotator_challenge_format,annotator_commercial_content,annotator_privacy_violation,annotator_overall_exploitative,annotator_notes
JnJAxE7Fjoo,The Truth About Our Break Up...| Gavin Magnus,gavinmagnus,https://www.youtube.com/watch?v=JnJAxE7Fjoo,3146299,,,,,,,,
UauBCAPV-Hs,"24 HOUR CHALLENGE IN A MALL ft/Dance Moms Lilly, Maesi & Abby Lee",jordanmatter,https://www.youtube.com/watch?v=UauBCAPV-Hs,25690862,,,,,,,,
Ko-HTsEWROs,Toy Doctor Comes to the Super Duper Cool Carnival,tictactoy,https://www.youtube.com/watch?v=Ko-HTsEWROs,9158444,,,,,,,,
SsXbFbGZo4o,Gummy Pizza and Giant Gummy Bear | Candy Review,karinakurzawa,https://www.youtube.com/watch?v=SsXbFbGZo4o,294933,,,,,,,,
IOfJN7BsWXY,TIKTOK in a Mexican Household,crazygorilla,https://www.youtube.com/watch?v=IOfJN7BsWXY,5644085,,,,,,,,
CzQXdL1OH_I,in depth makeup tutorial !!,hayleyleblanc,https://www.youtube.com/watch?v=CzQXdL1OH_I,45204,,,,,,,,
CrrVeRKPeJo,Getting Killed on Fortnite (WK 404.3) | Bratayley,bratayley,https://www.youtube.com/watch?v=CrrVeRKPeJo,334134,,,,,,,,
FPJp4SphhGs,OUR KITCHEN CAUGHT ON FIRE (caught on camera),jesssfam,https://www.youtube.com/watch?v=FPJp4SphhGs,105164,,,,,,,,
akaggJjabBk,Venturing Into the Snow... The Unexpected Results Will Shock You!,meetthemillers,https://www.youtube.com/watch?v=akaggJjabBk,7730,,,,,,,,
tDNlDr2YEZo,Twinkle Twinkle Little Star,kidssongs,https://www.youtube.com/watch?v=tDNlDr2YEZo,8193,,,,,,,,
D-lxMr5YAz4,FIXING THIS SLYME WITH ONLY 3 INGREDIENTS | We Are The Davises,wearethedavises,https://www.youtube.com/watch?v=D-lxMr5YAz4,3167052,,,,,,,,
gO6zCoFk_o8,BEST FRIEND TELEPATHY CHALLENGE #shorts,jordanmatter,https://www.youtube.com/watch?v=gO6zCoFk_o8,145725675,,,,,,,,
aOyjz1rW2a4,TRAPPED in a CLAW MACHINE!,shotofyeagers,https://www.youtube.com/watch?v=aOyjz1rW2a4,950052,,,,,,,,
DDozykpZqck,ROBLOX's SPIDER PIGGY the GOOD GUY?  Draw a Stickman EPIC 3 Part 1 (FGTeeV Gaming),fgteev,https://www.youtube.com/watch?v=DDozykpZqck,6934493,,,,,,,,
bShgFoIwUrE,My Daughters Got KICKED Out Of School Today!,yawivlogs,https://www.youtube.com/watch?v=bShgFoIwUrE,52460,,,,,,,,
tJJ-r6UdScU,"Sardines, Hide And Seek, Infection Tag! @Shot of The Yeagers",theadventurers,https://www.youtube.com/watch?v=tJJ-r6UdScU,53036,,,,,,,,
LIjtCREBAUk,Among Us IRL In Our Box Fort Movie!,thatyoutub3family,https://www.youtube.com/watch?v=LIjtCREBAUk,855275,,,,,,,,
nDUlindEqDA,We Rescued a Family of Puppies & Kitties from Abandoned Storm Drain!!! Game Master Caught on Camera!,trinityandbeyond,https://www.youtube.com/watch?v=nDUlindEqDA,10071540,,,,,,,,
Sf8u062xdbw,Nastya learns to sleep alone,likenastya,https://www.youtube.com/watch?v=Sf8u062xdbw,227582955,,,,,,,,
YBk4FgzLnzY,My Daughter Survives EVERY JOB at SCHOOL,jordanmatter,https://www.youtube.com/watch?v=YBk4FgzLnzY,24577469,,,,,,,,
OfA0YMHPW7E,20 Confessions You Didn't Know About Shae & Wyatt!,ohanaboys,https://www.youtube.com/watch?v=OfA0YMHPW7E,65489,,,,,,,,
lf04MAsuFtY,FALLING DOWN THE STAIRS PRANK ON BOYFRIEND **CUTE REACTION**🤕💕 |Piper Rockelle,piperrockelle,https://www.youtube.com/watch?v=lf04MAsuFtY,4557403,,,,,,,,
r5K-UVvj5mM,Chris learns how to recycle and develops creativity,vladandniki,https://www.youtube.com/watch?v=r5K-UVvj5mM,634085462,,,,,,,,
t3JNnVE6c7I,"Pharrell ""Happy"" PARODY Crapping ~ Rucka Rucka Ali",itsrucka,https://www.youtube.com/watch?v=t3JNnVE6c7I,4905481,,,,,,,,
TVc_h8gOs88,Strange Happenings at the Toy Cafe,tictactoy,https://www.youtube.com/watch?v=TVc_h8gOs88,11881604,,,,,,,,
gGFPGiOUsg8,CLICK TO SMILE! 😃 😁,meetthemillers,https://www.youtube.com/watch?v=gGFPGiOUsg8,7177,,,,,,,,
PwX3y3iboNk,PARENTING MISTAKE! (9.25.13 - Day 243),dailybumps,https://www.youtube.com/watch?v=PwX3y3iboNk,127444,,,,,,,,
3iBSD78ioVQ,BABY CHECK UP!! SHOWING MY KIDS OUR FIRST ULTRASOUND!!,smellybellytv,https://www.youtube.com/watch?v=3iBSD78ioVQ,151657,,,,,,,,
dJeOOD0Q4GU,WHAT IF YOU GOT A SECRET HOLIDAY SLIME KIT?!🎁🎄 | We Are The Davises,wearethedavises,https://www.youtube.com/watch?v=dJeOOD0Q4GU,313960,,,,,,,,
zdpywzLxQ-4,Trying Krispy Kreme Scooby Doo Mystery Doughnuts,jacyandkacy,https://www.youtube.com/watch?v=zdpywzLxQ-4,140073,,,,,,,,
jyjx4TzAtaM,Mom Plays FIVE NIGHTS AT FREDDYS VR!! *Bad Idea*,ehbee,https://www.youtube.com/watch?v=jyjx4TzAtaM,993968,,,,,,,,
pfk3fNKZUBs,Testing VIRAL TikTok SUMMER Life Hacks CHALLENGE **SHOCKING RESULTS** 💯👙| Sawyer Sharbino,sawyersharbino,https://www.youtube.com/watch?v=pfk3fNKZUBs,824884,,,,,,,,
WgZPVssy-8k,"""DON'T TOUCH IT"" CHALLENGE *do they cheat?* | Family Fizz",familyfizz,https://www.youtube.com/watch?v=WgZPVssy-8k,1199795,,,,,,,,
OgwQuu0Bgw8,NASTY TO NICE CHALLENGE | We Are The Davises,wearethedavises,https://www.youtube.com/watch?v=OgwQuu0Bgw8,3092007,,,,,,,,
UcGrnLDfs4E,Annie Annie Over Game,thatyoutub3family,https://www.youtube.com/watch?v=UcGrnLDfs4E,119245,,,,,,,,
OG4Zr1ydtmo,2024 Summer Drink Competition!,theadventurers,https://www.youtube.com/watch?v=OG4Zr1ydtmo,37164,,,,,,,,
uxJs7N51BmQ,EMOTIONAL PHOTOSHOOT FOR DANCER WITH CANCER,jordanmatter,https://www.youtube.com/watch?v=uxJs7N51BmQ,7895277,,,,,,,,
FF5hRg3pJLo,Adley’s HAiR SALON and SPA 🛁  Dad gets a Makeover!! Niko’s new Spider Man haircut from cartoon Mom!,aforadley,https://www.youtube.com/watch?v=FF5hRg3pJLo,23086700,,,,,,,,
JNIRrXAGHpA,Mom teaches Diana how to become a Superstar,kidsdianashow,https://www.youtube.com/watch?v=JNIRrXAGHpA,8036802,,,,,,,,
WPM695Or5Cs,Pirates VS Dinosaurs! Dino Island!,ninjakidztv,https://www.youtube.com/watch?v=WPM695Or5Cs,12382723,,,,,,,,
SwXA_w11wxM,What Makes Hot Air Balloons Rise? 🎈 Blippi Explores Science! | Educational Videos for Kids,blippi,https://www.youtube.com/watch?v=SwXA_w11wxM,569923,,,,,,,,
pD4PSSCKCOw,Surprising Random Fans With a SHOPPING SPREE!,royaltyfamily,https://www.youtube.com/watch?v=pD4PSSCKCOw,2078573,,,,,,,,
JBcG75_yClI,"ABC, Shapes & Numbers! Fun Learning Challenges for Kids",kidsdianashow,https://www.youtube.com/watch?v=JBcG75_yClI,2190183,,,,,,,,
8Jlj9M3LMCE,Making a Make Up Room - Day 88,thesacconejolys,https://www.youtube.com/watch?v=8Jlj9M3LMCE,19322,,,,,,,,
99mSInuVLAA,What's the TRUTH? Why Isn't My Dad In My Life? - Episode 7,thebramfam,https://www.youtube.com/watch?v=99mSInuVLAA,542225,,,,,,,,
GBkQqU65bj8,End Of Summer *MYSTERY* LUNCH TAKEOVER & NO BUDGET CHALLENGE!,familyfudge,https://www.youtube.com/watch?v=GBkQqU65bj8,2287868,,,,,,,,
2jD_WuTQPEU,Don't Open the Wrong Present! (Creepy Christmas Finale!),theskorys,https://www.youtube.com/watch?v=2jD_WuTQPEU,475588,,,,,,,,
Eizm06OaGds,"Gavin Magnus, Mackenzie Sol - ""I Say Love"" (Official Music Video)",gavinmagnus,https://www.youtube.com/watch?v=Eizm06OaGds,2075958,,,,,,,,
_RH60m8drc0,World's Biggest Box Fort,familyfunpack,https://www.youtube.com/watch?v=_RH60m8drc0,15024202,,,,,,,,
U-uPkr6y9oE,Having my Girlfriend HIT ON ME To See How My BOYFRIEND REACTS **Awkward Prank**🌈🔥| Piper Rockelle,piperrockellesquad,https://www.youtube.com/watch?v=U-uPkr6y9oE,2600120,,,,,,,,
lnuOwCiYT00,Funny Things You Learn in School | Brent Rivera,brentrivera,https://www.youtube.com/watch?v=lnuOwCiYT00,4448199,,,,,,,,
d8oXtsI9ofc,👩‍🍳World Cup Baking Challenge🏆,jhousevlogs,https://www.youtube.com/watch?v=d8oXtsI9ofc,233549,,,,,,,,
6HmJHQ2Y9Gc,ELLE FOUND THE DIAMOND PLAY BUTTON!!! **OMG IT'S REAL**,acefamily,https://www.youtube.com/watch?v=6HmJHQ2Y9Gc,5256868,,,,,,,,
Fa_gMnuZYSg,Forgetting My Best Friends Birthday then SURPRISING Her With This **SHE CRIED**💔| Piper Rockelle,piperrockelle,https://www.youtube.com/watch?v=Fa_gMnuZYSg,5923122,,,,,,,,
sQfnCLIgzew,We built a SECRET trampoline park!!,brentrivera,https://www.youtube.com/watch?v=sQfnCLIgzew,3098566,,,,,,,,
pwcZRuA3Dqw,JOLLY RANCHER BRACES!!,tannerites,https://www.youtube.com/watch?v=pwcZRuA3Dqw,1146928,,,,,,,,
84T_HgwjgIQ,Jason and Alex Play Detective in Story about Gold Safe,jasonvlogs,https://www.youtube.com/watch?v=84T_HgwjgIQ,8913588,,,,,,,,
fLBK8ul3rpo,Happy Birthday!,jhousevlogs,https://www.youtube.com/watch?v=fLBK8ul3rpo,284215,,,,,,,,
0puB-kC3yBo,Blippi and David Chang's Pizza Challenge! 🍕,blippi,https://www.youtube.com/watch?v=0puB-kC3yBo,256924,,,,,,,,
1B_lsgIGURk,My BOYFRIENDS Do My Back To School SHOPPING Challenge **WINNER GETS A KISS**💋 | Piper Rockelle,piperrockelle,https://www.youtube.com/watch?v=1B_lsgIGURk,1724681,,,,,,,,
uSA_veTETpw,Her first street act made her cry… | Family Fizz,familyfizz,https://www.youtube.com/watch?v=uSA_veTETpw,486657,,,,,,,,
Z487Ix9ClKs,Kids Win BIG at the Super Cool Toy Carnival,tictactoy,https://www.youtube.com/watch?v=Z487Ix9ClKs,10159236,,,,,,,,
mPLtQ_23YbM,THE NEIGHBOR STOLE OUR FAN MAIL! | HELLO NEIGHBOR REAL LIFE | We Are The Davises,wearethedavises,https://www.youtube.com/watch?v=mPLtQ_23YbM,909765,,,,,,,,
94VwL6OS3C4,He wrecked the trailer,meetthemillers,https://www.youtube.com/watch?v=94VwL6OS3C4,7050,,,,,,,,
rT0RDUIXxJA,SAYING GOODBYE IS HARD | THE LEROYS,theleray,https://www.youtube.com/watch?v=rT0RDUIXxJA,206881,,,,,,,,
hD2_yS7PJj8,BACK to SCHOOL MAKEOVERS!,shotofyeagers,https://www.youtube.com/watch?v=hD2_yS7PJj8,94387,,,,,,,,
Q2hSLkr3Xdo,UNBREAKABLE DUCT TAPE FORT!! (100 LAYERS),itsyeboi,https://www.youtube.com/watch?v=Q2hSLkr3Xdo,1131997,,,,,,,,
norrDMAcHbg,Try To Squeeze In Challenge!,theadventurers,https://www.youtube.com/watch?v=norrDMAcHbg,41933,,,,,,,,
HCP2UpwIdw0,Manila Meet & Greet 2024! - @itsJudysLife,itsjudyslife,https://www.youtube.com/watch?v=HCP2UpwIdw0,144370,,,,,,,,
YSkH5LuqFmI,STRONGEST sibling! Bro vs SISTERS  *SHOCKING*,ohanaboys,https://www.youtube.com/watch?v=YSkH5LuqFmI,34159,,,,,,,,
hxXoo_xnDno,Surviving the World's Strictest Brother!,theskorys,https://www.youtube.com/watch?v=hxXoo_xnDno,37236,,,,,,,,
iXpJ2PVe0B4,SAYING GOODBYE TO MY BEST FRIEND | THE LEROYS,theleray,https://www.youtube.com/watch?v=iXpJ2PVe0B4,252504,,,,,,,,
I_rV3nUEp58,WE BROKE THE WORLD RECORD!,thesacconejolys,https://www.youtube.com/watch?v=I_rV3nUEp58,388932,,,,,,,,
Sv63JTlvFYs,I may have a problem #shorts,theleray,https://www.youtube.com/watch?v=Sv63JTlvFYs,198583,,,,,,,,
GwLLA6bWh6s,"Animal Rescue Mission: Heal, Feed & Create Cozy Homes for Little Friends! 🐒🐘 | BabyBus Game",babybus,https://www.youtube.com/watch?v=GwLLA6bWh6s,21178,,,,,,,,
AwQKWpYxWWk,Jordyn Jones NUVO Freestyle Battle.avi,jordynjones,https://www.youtube.com/watch?v=AwQKWpYxWWk,19307,,,,,,,,
rpqoMuC3jTY,Playing SQUID GAME in REAL LIFE (Part 2),famoustubefamily,https://www.youtube.com/watch?v=rpqoMuC3jTY,1491690,,,,,,,,
vSJNPnq7jWU,"Life Update Q&A - College Life, Starting A Small Business, Relationships, Friendships",jacyandkacy,https://www.youtube.com/watch?v=vSJNPnq7jWU,36102,,,,,,,,
_D7eXiDHzaY,REACTING TO NOSTALGIC ONYX KIDS VIDEOS!,onyxfamily,https://www.youtube.com/watch?v=_D7eXiDHzaY,17674,,,,,,,,
Nc8m8DZM05w,Fortnite Battle Bus CRASHES at Birthday Party! 💥,dailybumps,https://www.youtube.com/watch?v=Nc8m8DZM05w,1207245,,,,,,,,
vKzRjWGx9Jk,OLLIE’S FIRST SINGING LESSON! 🎶,dailybumps,https://www.youtube.com/watch?v=vKzRjWGx9Jk,149719,,,,,,,,
S_p7QdtvpOA,The Mashin' MAX game for kids with Egg Surprise Toys,ryansworld,https://www.youtube.com/watch?v=S_p7QdtvpOA,32305664,,,,,,,,
Bd6BtBe5qpg,IT'S A MESS!,kkandbabyj,https://www.youtube.com/watch?v=Bd6BtBe5qpg,263706,,,,,,,,
fqi7bYBFjUY,BOY CUTS SISTER'S HAIR OFF!! ✂,tannerites,https://www.youtube.com/watch?v=fqi7bYBFjUY,1193230,,,,,,,,
i9Dww1O6ci4,THE ORB | Mexican Survival Guide,crazygorilla,https://www.youtube.com/watch?v=i9Dww1O6ci4,5784844,,,,,,,,
HfEMHGeUSIQ,LAST TO LEAVE THE WATERPARK wins $1000 w/Norris Nuts,norrisnuts,https://www.youtube.com/watch?v=HfEMHGeUSIQ,3980441,,,,,,,,
bi0YIRWRyxM,PRANKING YOUTUBERS BY DROPPING FAKE BABY!! Playlist 2017,rebeccazamolo,https://www.youtube.com/watch?v=bi0YIRWRyxM,1413523,,,,,,,,
wWPE1JPqn5M,What’s Going On With Piper & Lev Cameron?!,gavinmagnus,https://www.youtube.com/watch?v=wWPE1JPqn5M,267027,,,,,,,,
Yb6gXRfjv5o,Teaching our mom to do a Back Flip! She Can’t say NO!,ninjakidztv,https://www.youtube.com/watch?v=Yb6gXRfjv5o,21787241,,,,,,,,
Unv5GV833QY,HUNTING Leprechaun’s To STEAL GOLD! 🌈💰 Extreme Tag!,funsquadfamily,https://www.youtube.com/watch?v=Unv5GV833QY,268324,,,,,,,,
L_--Q-jJX4I,Trav and Cor OFFICIAL NEW HOUSE TOUR!!,tydustalbott,https://www.youtube.com/watch?v=L_--Q-jJX4I,9307150,,,,,,,,
5awqB6_5YMQ,🏝🎁LUAU Birthday PARTY🎂🏝,jhousevlogs,https://www.youtube.com/watch?v=5awqB6_5YMQ,1208905,,,,,,,,
EaELY74mfXg,I WENT TO THE EMERGENCY ROOM🚑🚨,piersonwodzynski,https://www.youtube.com/watch?v=EaELY74mfXg,15433515,,,,,,,,
e5NJc1ue-zQ,"Bad Elf on a Shelf filled our room with presents Christmas Prank! Opening up 1,000 Mystery Boxes!",theskorys,https://www.youtube.com/watch?v=e5NJc1ue-zQ,771092,,,,,,,,
znX2qx1cj74,Betting On Mystery Food Boxes! Food Challenge!,thatyoutub3family,https://www.youtube.com/watch?v=znX2qx1cj74,230883,,,,,,,,
x9tnUNrTJM0,ADDING TOO MUCH INGREDIENTS INTO SLIME!,lifewithbrothers,https://www.youtube.com/watch?v=x9tnUNrTJM0,104090,,,,,,,,
M4mYQfIO_yc,Help Us Choose Our Birthday Dress! 👗(We Can't Decide!),mccluretwins,https://www.youtube.com/watch?v=M4mYQfIO_yc,356056,,,,,,,,
ranDPWu6g7M,Level 2 Gymnast | Meet 3 | elleoNyaH,hayleyleblanc,https://www.youtube.com/watch?v=ranDPWu6g7M,435539,,,,,,,,
kB9bZ3Ng0LU,Kids vs Pirates! Search for Treasure X!,ninjakidztv,https://www.youtube.com/watch?v=kB9bZ3Ng0LU,66916414,,,,,,,,
7YOrJJgY5PE,California Snow Day in World's Biggest Igloo!!!,trinityandbeyond,https://www.youtube.com/watch?v=7YOrJJgY5PE,1229037,,,,,,,,
THcrjkmSrtc,"Help Me, You Dummy! (WK 193) | Bratayley",bratayley,https://www.youtube.com/watch?v=THcrjkmSrtc,416095,,,,,,,,
On4RqY-tHjE,Rudolph The Red-Nosed Reindeer | Kids Christmas Songs | Kidsongs,kidssongs,https://www.youtube.com/watch?v=On4RqY-tHjE,267964,,,,,,,,
jDVezjlI6NM,"HUGE SPRING TRY ON CLOTHING HAUL- Amazon, Walmart, TJMaxx, & Thrifting Haul",jacyandkacy,https://www.youtube.com/watch?v=jDVezjlI6NM,52003,,,,,,,,
M7zV5QJ7cek,Back to school THRIFT STORE OUTFIT challenge | Family Fizz,familyfizz,https://www.youtube.com/watch?v=M7zV5QJ7cek,828156,,,,,,,,
8Djcqmc23UA,New Life Surprises & Adventures in Hawaii!,funsquadfamily,https://www.youtube.com/watch?v=8Djcqmc23UA,752221,,,,,,,,
2TMy0n5ATJM,Losing Your TASTE and SMELL for 24 Hours!!,ehbee,https://www.youtube.com/watch?v=2TMy0n5ATJM,316175,,,,,,,,
dPmIVnn5BFs,Vet FiXinG My Baby Pet Boo Boo!,tannerites,https://www.youtube.com/watch?v=dPmIVnn5BFs,1511977,,,,,,,,
xuSblU3On8o,Creative Craft Challenge,sawyersharbino,https://www.youtube.com/watch?v=xuSblU3On8o,7974,,,,,,,,
Utpi2NxnfT4,Boston First Walks,bonniehoellein,https://www.youtube.com/watch?v=Utpi2NxnfT4,657823,,,,,,,,
UaMKkA-nWZI,Her Reaction was PRICELESS!!! - @itsJudysLife,itsjudyslife,https://www.youtube.com/watch?v=UaMKkA-nWZI,65966,,,,,,,,
g3Qrk6oGEpo,I Got A TATTOO Of My EX-GIRLFRIEND...,gavinmagnus,https://www.youtube.com/watch?v=g3Qrk6oGEpo,1929643,,,,,,,,
7n8t1EAZmX4,HAPPY EASTER🎉,jhousevlogs,https://www.youtube.com/watch?v=7n8t1EAZmX4,556208,,,,,,,,
KUpQ7PW0QC4,100 MCDONALD'S CUPS EXPERIMENT!! *MONOPOLY JACKPOT CHALLENGE*,itsyeboi,https://www.youtube.com/watch?v=KUpQ7PW0QC4,1776111,,,,,,,,
WwM5vbqYkPk,We Are Remodeling Our House!,theadventurers,https://www.youtube.com/watch?v=WwM5vbqYkPk,192054,,,,,,,,
UQM1k57rO3M,Jumping Into IMPOSSIBLE Shapes Challenge With Punishments!,ohanaboys,https://www.youtube.com/watch?v=UQM1k57rO3M,57020,,,,,,,,
wgjKRuOVGJM,🐊 Can Blippi Trick or Treat with an ALLIGATOR? 🎃 Silly Halloween Adventure!,blippi,https://www.youtube.com/watch?v=wgjKRuOVGJM,857638,,,,,,,,
qS0QTTUCGJg,Preston Starts a Fire and Gets Arrested!!!,trinityandbeyond,https://www.youtube.com/watch?v=qS0QTTUCGJg,2308209,,,,,,,,
Q5hYHtGUQo0,"5am morning routine, house declutter, errands + boat day! day in the life🤍",kkandbabyj,https://www.youtube.com/watch?v=Q5hYHtGUQo0,77404,,,,,,,,
oywOQM0BWzU,Diana and Roma Explore an Amazing Giant House of PROFESSIONS!,kidsdianashow,https://www.youtube.com/watch?v=oywOQM0BWzU,47282790,,,,,,,,
iBorntf5MY4,SAYING GOODBYE TO OUR HOME FOREVER **EMOTIONAL REACTION** 💔| Piper Rockelle,piperrockellesquad,https://www.youtube.com/watch?v=iBorntf5MY4,2507545,,,,,,,,
sCw_SsNeqrc,First Day of School | SENIOR YEAR,brockandboston,https://www.youtube.com/watch?v=sCw_SsNeqrc,47273,,,,,,,,
MtaDUsveacY,This Isn't Looking Good...  (WK 398.5) | Bratayley,bratayley,https://www.youtube.com/watch?v=MtaDUsveacY,500858,,,,,,,,
ejZkdWx92BI,who knows me better? my brother vs my boyfriend,karinakurzawa,https://www.youtube.com/watch?v=ejZkdWx92BI,357937,,,,,,,,
edYZ2UGTcdo,EXTREME ONE COLOR HIDE AND SEEK,jordanmatter,https://www.youtube.com/watch?v=edYZ2UGTcdo,69550101,,,,,,,,
OqUply4mzEo,Restaurant Tycoon 2 🥣 🍲 | Roblox,ethangamer,https://www.youtube.com/watch?v=OqUply4mzEo,430691,,,,,,,,
fKXWejHnDrI,DON'T GET MARRIED...,ehbee,https://www.youtube.com/watch?v=fKXWejHnDrI,182390,,,,,,,,
eNp5LX_jTkQ,These KIDS Got MARRIED!!,yawivlogs,https://www.youtube.com/watch?v=eNp5LX_jTkQ,20193,,,,,,,,
ZFMty87JNKA,Disney Character Dance Party,familyfunpack,https://www.youtube.com/watch?v=ZFMty87JNKA,19933268,,,,,,,,
_MLDDX_kfwk,3 Easy DIY Halloween Party Games for Kids (#3–5)  | Family Fun Every Day,familyfuneveryday,https://www.youtube.com/watch?v=_MLDDX_kfwk,3824,,,,,,,,
8pXsP93gg7E,WHAT'S IN THERE!?,dailybumps,https://www.youtube.com/watch?v=8pXsP93gg7E,168965,,,,,,,,
RLIlD3-f8EU,Little Panda's Four Seasons - What Activities In Winter And Spring? - Babybus Game Video,babybus,https://www.youtube.com/watch?v=RLIlD3-f8EU,33800,,,,,,,,
t-Qw9Ps5gxo,Room Tour!!!,karinakurzawa,https://www.youtube.com/watch?v=t-Qw9Ps5gxo,2275654,,,,,,,,
