title_length,word_count,avg_word_length,caps_ratio,caps_word_count,exclamation_count,question_count,has_ellipsis,special_char_ratio,has_numbers,num_count,emoji_count,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,flesch_reading_ease,has_challenge,has_prank,has_surprise,has_emotional_word,has_family_word,has_child_word,has_first_person,has_clickbait_phrase,video_id
41,6,6.0,0.14285714285714285,0,1,0,False,0.024390243902439025,False,0,0,0.324,0.0,0.676,0.3382,17.44500000000002,False,False,True,False,False,False,False,False,IYpPKT46m8I
35,6,5.0,0.17857142857142858,0,1,1,False,0.05714285714285714,False,0,0,0.242,0.0,0.758,0.1511,105.09000000000002,True,False,False,False,False,True,False,False,XXX2r_dWU3A
37,7,4.428571428571429,0.2,0,0,0,False,0.02702702702702703,False,0,0,0.307,0.0,0.693,0.3947,73.84500000000001,False,False,False,False,False,True,False,False,I_4Xw57Lt-k
33,5,5.8,0.17857142857142858,0,1,0,False,0.030303030303030304,False,0,0,0.436,0.0,0.564,0.4753,66.40000000000003,False,False,False,False,False,False,False,False,qRRSzV4WXC0
26,4,5.75,0.13636363636363635,0,1,0,False,0.038461538461538464,False,0,0,0.0,0.552,0.448,-0.5707,118.17500000000001,False,False,False,False,False,True,False,False,fhPaQwEoGGM
29,5,5.0,0.2,0,0,0,False,0.0,False,0,0,0.565,0.0,0.435,0.4404,83.32000000000004,False,False,False,False,False,True,False,False,XYuick59Gs0
45,9,4.111111111111111,0.16666666666666666,0,0,0,False,0.022222222222222223,False,0,0,0.0,0.0,1.0,0.0,71.81500000000001,False,False,False,False,False,True,False,False,3bq2yOr6JqY
35,5,6.2,0.0967741935483871,0,0,0,False,0.0,False,0,0,0.245,0.0,0.755,0.0772,66.40000000000003,True,False,False,False,False,True,False,False,sIonITRkiYs
48,8,5.125,0.15384615384615385,0,1,0,False,0.041666666666666664,False,0,0,0.487,0.0,0.513,0.69,70.33964285714288,False,False,False,False,False,True,False,False,zvdPu2VniM8
55,9,5.222222222222222,0.20454545454545456,1,1,0,False,0.05454545454545454,False,0,0,0.411,0.0,0.589,0.5983,75.87500000000001,True,False,False,False,False,True,False,False,JBcG75_yClI
43,9,3.888888888888889,0.17142857142857143,0,0,0,False,0.0,False,0,0,0.0,0.0,1.0,0.0,75.50000000000003,False,False,False,False,True,False,False,False,H7b4qr0n4ec
49,8,5.25,0.14634146341463414,0,0,0,False,0.02040816326530612,False,0,0,0.255,0.0,0.745,0.34,18.44428571428574,False,False,False,False,False,False,False,False,j665V6VtnxE
38,7,4.571428571428571,0.16129032258064516,0,1,0,False,0.02631578947368421,False,0,0,0.0,0.0,1.0,0.0,42.61571428571432,False,False,False,False,True,True,False,False,9z6bVYcWBZM
37,8,3.75,0.2,0,0,0,False,0.0,False,0,0,0.492,0.0,0.508,0.7003,92.965,False,False,False,False,True,False,False,False,Zl0W2HK_vr4
25,5,4.2,0.19047619047619047,0,0,0,False,0.0,False,0,0,0.375,0.0,0.625,0.34,49.48000000000002,False,False,False,False,False,True,False,False,9ugeJzpj8qE
56,9,5.333333333333333,0.14634146341463414,0,0,0,False,0.07142857142857142,True,1,0,0.346,0.0,0.654,0.4019,42.61571428571432,True,False,False,False,False,True,False,False,nnSJVMSicaQ
32,8,3.125,0.20833333333333334,0,0,0,False,0.03125,False,0,1,0.0,0.0,1.0,0.0,103.04428571428575,False,False,False,False,False,True,False,False,rOR9bCBG_Ig
41,7,5.0,0.14705882352941177,0,0,0,False,0.024390243902439025,False,0,0,0.5,0.0,0.5,0.6124,59.745000000000005,False,False,False,False,False,True,False,False,xfbqLTcdORQ
29,4,6.5,0.15384615384615385,0,0,0,False,0.0,False,0,0,0.434,0.0,0.566,0.3182,12.425000000000011,False,False,False,False,False,False,False,False,PtX-N1_Eaj0
25,4,5.5,0.14285714285714285,0,0,0,False,0.04,False,0,0,0.0,0.0,1.0,0.0,75.87500000000001,False,False,False,False,False,True,False,False,3OhDk73b_xc
42,7,5.142857142857143,0.16666666666666666,0,0,0,False,0.0,False,0,0,0.355,0.0,0.645,0.5106,54.70142857142861,False,False,False,False,False,True,False,False,aXEeGWn2ymY
51,10,4.2,0.1794871794871795,0,0,0,False,0.058823529411764705,False,0,0,0.268,0.0,0.732,0.5106,71.81500000000001,False,False,False,False,False,True,False,False,nzTxCpPTVgQ
52,9,4.888888888888889,0.16279069767441862,0,0,0,False,0.019230769230769232,False,0,0,0.391,0.0,0.609,0.5423,61.24000000000001,False,False,False,False,False,True,False,False,BHnKy53rjrk
47,10,3.8,0.19444444444444445,0,0,0,False,0.0425531914893617,False,0,0,0.268,0.0,0.732,0.5106,82.39000000000001,False,False,False,False,True,True,False,False,lmutDiX_jis
52,10,4.3,0.16666666666666666,0,0,0,False,0.019230769230769232,False,0,0,0.416,0.0,0.584,0.6908,56.70000000000002,False,False,False,False,True,True,False,False,gKnAwqX2KMQ
40,9,3.5555555555555554,0.23333333333333334,0,1,0,False,0.05,False,0,0,0.166,0.0,0.834,0.1511,98.8675,False,False,False,False,False,True,False,False,HVnNNjNfVb8
63,11,4.7272727272727275,0.11764705882352941,0,0,0,False,0.015873015873015872,False,0,0,0.423,0.0,0.577,0.765,78.24500000000002,False,False,False,False,False,True,False,False,u6Ype20iN2k
50,8,5.375,0.14634146341463414,0,0,0,False,0.04,False,0,0,0.505,0.0,0.495,0.4767,31.545000000000016,True,False,False,False,False,True,False,False,y0PP39nXP8E
33,5,5.8,0.13793103448275862,0,0,0,False,0.0,False,0,0,0.245,0.0,0.755,0.0772,83.32000000000004,True,False,False,False,False,True,False,False,0DljmVupXtQ
44,9,4.0,0.19444444444444445,0,0,0,False,0.0,False,0,0,0.589,0.0,0.411,0.8225,94.30000000000001,False,False,False,False,False,True,False,False,mnVjFBNLWyk
55,10,4.6,0.17777777777777778,0,0,0,False,0.01818181818181818,False,0,0,0.204,0.0,0.796,0.3182,56.70000000000002,False,False,False,False,False,True,False,False,300OOrXH4xE
34,5,6.0,0.13333333333333333,0,0,0,False,0.0,False,0,0,0.0,0.0,1.0,0.0,49.48000000000002,False,False,False,False,False,False,False,False,KK6Z4h8psdo
46,10,3.7,0.16666666666666666,0,0,0,False,0.021739130434782608,False,0,0,0.245,0.211,0.544,0.128,84.90000000000003,False,False,False,False,False,True,False,False,rRG5UQOQKOs
50,9,4.666666666666667,0.15,0,0,0,False,0.04,False,0,0,0.0,0.0,1.0,0.0,30.53000000000003,False,False,False,False,False,False,False,False,cGR9SwWY6NI
57,12,3.8333333333333335,0.18181818181818182,0,0,0,False,0.03508771929824561,False,0,0,0.39,0.0,0.61,0.7506,86.70500000000001,False,False,False,False,False,False,False,False,CtajBfsXQME
57,11,4.2727272727272725,0.13333333333333333,0,1,0,False,0.03508771929824561,False,0,0,0.315,0.169,0.515,0.3103,100.24000000000002,True,False,False,False,False,True,False,False,Ug-k6qSNMsk
49,8,5.25,0.07142857142857142,0,0,0,False,0.04081632653061224,True,5,0,0.157,0.0,0.843,0.0772,50.66500000000002,True,False,False,False,False,False,False,False,BcAdidGyDtI
83,14,5.0,0.13043478260869565,0,0,0,False,0.012048192771084338,False,0,0,0.182,0.0,0.818,0.4404,43.963076923076954,False,False,False,False,False,True,False,False,MaUUrb6kAaM
58,11,4.363636363636363,0.30434782608695654,2,0,1,False,0.034482758620689655,False,0,0,0.187,0.0,0.813,0.3182,83.32000000000004,False,False,False,False,False,True,False,False,LmPoZIat1qM
51,8,5.5,0.13636363636363635,0,0,0,False,0.0,False,0,0,0.0,0.0,1.0,0.0,50.66500000000002,False,False,False,False,False,True,False,False,egVIZBUj8yE
55,10,4.6,0.1111111111111111,0,0,0,False,0.01818181818181818,False,0,0,0.365,0.0,0.635,0.5574,84.90000000000003,True,False,False,False,False,True,False,False,WG5M6Ex6KXY
62,9,6.0,0.07547169811320754,0,0,0,False,0.016129032258064516,False,0,0,0.231,0.0,0.769,0.34,56.70000000000002,False,False,False,False,False,True,False,False,L1DSVYZNZEA
53,9,5.0,0.06666666666666667,0,0,0,False,0.0,False,0,0,0.216,0.0,0.784,0.296,75.50000000000003,False,False,False,False,False,False,False,False,OmGpiZun_CI
69,11,5.363636363636363,0.15254237288135594,0,0,0,False,0.0,False,0,0,0.187,0.0,0.813,0.3182,64.9245454545455,False,False,False,False,False,False,False,False,gYlYeytdTF0
40,5,7.2,0.08333333333333333,0,0,0,False,0.0,False,0,0,0.375,0.0,0.625,0.34,15.640000000000015,False,False,False,False,False,True,False,False,4HGwX5b44Yc
52,10,4.3,0.14285714285714285,0,0,0,False,0.019230769230769232,False,0,0,0.0,0.0,1.0,0.0,75.50000000000003,False,False,False,False,False,False,False,False,dRsAyr3W5Fg
46,8,4.875,0.07894736842105263,0,1,0,False,0.021739130434782608,False,0,0,0.0,0.0,1.0,0.0,71.81500000000001,False,False,False,False,False,True,False,False,upA6CaMVhQ8
82,16,4.1875,0.09090909090909091,0,0,0,False,0.012195121951219513,False,0,0,0.393,0.0,0.607,0.8126,67.53000000000003,False,False,False,False,False,True,False,False,CPUnGrGelMY
60,9,5.777777777777778,0.019230769230769232,0,0,0,False,0.0,False,0,0,0.14,0.0,0.86,0.0772,47.30000000000004,True,False,False,False,False,True,False,False,FQRkcX4alRU
53,9,5.0,0.022222222222222223,0,0,0,False,0.0,False,0,0,0.412,0.0,0.588,0.5994,75.50000000000003,False,False,False,False,False,True,False,False,FLREgTQLY0E
49,10,4.0,0.2,0,0,0,False,0.0,False,0,0,0.0,0.0,1.0,0.0,95.165,False,False,False,False,False,True,False,False,1TNxX6_DOAM
66,11,5.090909090909091,0.017857142857142856,0,0,0,False,0.0,False,0,0,0.173,0.0,0.827,0.2716,80.30636363636367,False,False,False,False,False,True,False,False,w90n68RIrk4
53,9,5.0,0.08888888888888889,0,0,0,False,0.0,False,0,0,0.545,0.0,0.455,0.7351,75.50000000000003,False,False,False,False,False,True,False,False,YSA2f19ABPk
57,9,5.444444444444445,0.02040816326530612,0,0,0,False,0.0,False,0,0,0.369,0.0,0.631,0.4767,56.70000000000002,False,False,True,False,False,True,False,False,HYxeOBCYOkU
51,10,4.2,0.07317073170731707,0,0,0,False,0.0196078431372549,False,0,0,0.244,0.0,0.756,0.4404,75.50000000000003,False,False,False,False,False,True,False,False,ie0c4NcDONE
66,11,5.090909090909091,0.07272727272727272,0,1,0,False,0.015151515151515152,False,0,0,0.227,0.135,0.639,0.3164,64.9245454545455,False,False,False,False,False,True,False,False,sBMmTcTjgSU
54,9,5.111111111111111,0.13333333333333333,0,0,0,False,0.018518518518518517,False,0,0,0.535,0.0,0.465,0.7096,56.70000000000002,False,False,False,False,False,True,False,False,QUN4f-EgwaE
54,8,5.875,0.13333333333333333,0,0,0,False,0.037037037037037035,False,0,0,0.624,0.0,0.376,0.8074,61.24000000000001,False,False,False,False,False,True,False,False,ejGg-c6ykj4
47,9,4.333333333333333,0.10256410256410256,0,0,0,False,0.0,False,0,0,0.201,0.136,0.663,0.1742,94.30000000000001,False,False,False,False,False,True,False,False,WChHF6bpuUs
53,10,4.4,0.09302325581395349,0,0,0,False,0.018867924528301886,False,0,0,0.244,0.0,0.756,0.4404,66.10000000000002,False,False,False,False,False,True,False,False,3LvL03U9F8I
34,8,3.375,0.12,0,0,0,False,0.029411764705882353,True,1,0,0.231,0.0,0.769,0.2732,103.54,False,False,True,False,False,False,False,False,A9gcIpnsZlw
42,6,6.166666666666667,0.10810810810810811,0,0,0,False,0.0,False,0,0,0.0,0.0,1.0,0.0,59.745000000000005,False,False,False,False,False,False,False,False,othDdo-VnXc
34,5,6.0,0.1,0,0,0,False,0.0,False,0,0,0.688,0.0,0.312,0.765,66.40000000000003,False,False,False,False,False,True,False,False,X7Y53AFtGZQ
54,10,4.5,0.044444444444444446,0,0,0,False,0.0,False,0,0,0.394,0.0,0.606,0.6369,86.70500000000001,False,False,False,False,False,False,False,False,cqTR56kupLw
46,9,4.222222222222222,0.05263157894736842,0,0,0,False,0.0,False,0,0,0.406,0.0,0.594,0.5831,94.30000000000001,False,False,False,False,False,False,False,False,cdlEJ5vnB2M
51,8,5.5,0.11363636363636363,0,0,0,False,0.0,False,0,0,0.635,0.0,0.365,0.8271,71.81500000000001,False,False,False,False,False,False,False,False,8hhU-jyUxCo
66,12,4.416666666666667,0.018867924528301886,0,0,0,False,0.0,False,0,0,0.422,0.0,0.578,0.8074,88.905,False,False,False,False,False,True,False,False,Wz--wtGlJtM
70,12,4.916666666666667,0.034482758620689655,0,0,0,False,0.014285714285714285,False,0,0,0.497,0.0,0.503,0.836,72.61545454545457,False,False,False,False,False,False,False,False,ryn2v1m0iwA
39,7,4.714285714285714,0.36363636363636365,2,0,0,False,0.0,False,0,0,0.0,0.0,1.0,0.0,78.87285714285717,False,False,False,False,False,False,False,False,SA8kwyIepzs
58,9,5.555555555555555,0.06,0,0,0,False,0.0,False,0,0,0.586,0.0,0.414,0.8176,37.900000000000034,False,False,False,False,False,True,False,False,ZzlK-R5Graw
48,8,5.125,0.0975609756097561,0,0,0,False,0.0,False,0,0,0.157,0.0,0.843,0.0772,92.965,True,False,False,False,False,True,False,False,zKF8dFsJMmM
62,10,5.3,0.07692307692307693,0,0,0,False,0.016129032258064516,False,0,0,0.0,0.0,1.0,0.0,47.30000000000004,False,False,False,False,False,True,False,False,rjBae3OAF38
41,8,4.25,0.029411764705882353,0,0,0,False,0.0,False,0,0,0.459,0.0,0.541,0.6249,92.965,False,False,False,False,False,True,False,False,nhkIV54orN0
60,8,6.625,0.09615384615384616,0,1,0,False,0.016666666666666666,False,0,0,0.635,0.0,0.365,0.8268,61.24000000000001,False,False,False,False,False,True,False,False,2NW4Ye_BF7U
28,5,4.8,0.041666666666666664,0,0,0,False,0.0,False,0,0,0.365,0.0,0.635,0.3182,66.40000000000003,False,False,False,False,False,True,False,False,MmsPeLGSbn8
41,7,5.0,0.02857142857142857,0,0,0,False,0.0,False,0,0,0.51,0.0,0.49,0.6369,78.87285714285717,False,False,False,False,False,True,False,False,yAwJ3vRieUY
42,8,4.375,0.15151515151515152,0,1,0,False,0.047619047619047616,False,0,0,0.0,0.0,1.0,0.0,90.95857142857145,False,False,False,False,False,True,False,False,AaFd-ttv138
29,5,5.0,0.20833333333333334,0,0,0,False,0.034482758620689655,False,0,0,0.0,0.0,1.0,0.0,83.32000000000004,False,False,False,False,False,False,False,False,1UG1rWvqvaU
46,10,3.7,0.1111111111111111,0,0,0,False,0.021739130434782608,False,0,0,0.244,0.0,0.756,0.4404,75.50000000000003,False,False,False,False,False,False,False,False,2OjZCZuZeW0
31,5,5.4,0.037037037037037035,0,0,0,False,0.0,False,0,0,0.245,0.0,0.755,0.0772,83.32000000000004,True,False,False,False,False,True,False,False,jwGbPQLRYoQ
42,6,6.166666666666667,0.10810810810810811,0,0,0,False,0.0,False,0,0,0.506,0.0,0.494,0.4767,45.64500000000001,False,False,False,False,False,False,False,False,_qHdcAOlnzo
42,8,4.375,0.21212121212121213,0,2,0,False,0.047619047619047616,False,0,0,0.39,0.0,0.61,0.6688,97.025,False,False,False,False,False,False,False,False,s6w6-LHv62E
35,5,6.2,0.0967741935483871,0,0,0,False,0.0,False,0,0,0.245,0.0,0.755,0.0772,66.40000000000003,True,False,False,False,False,True,False,False,NFfptLhpg0c
26,5,4.4,0.05,0,0,0,False,0.0,True,1,0,0.245,0.0,0.755,0.0772,100.24000000000002,True,False,False,False,False,True,False,False,8SfLFObzibI
60,11,4.545454545454546,0.0625,0,1,0,False,0.03333333333333333,False,0,0,0.242,0.0,0.758,0.4926,69.78500000000001,False,False,False,False,False,True,False,False,pDPwQYSRIj8
30,7,3.4285714285714284,0.2727272727272727,0,0,1,False,0.06666666666666667,False,0,0,0.388,0.0,0.612,0.5859,116.14500000000001,False,False,False,False,False,True,False,False,37Ucqqyd9_8
55,10,4.6,0.17777777777777778,0,0,0,False,0.01818181818181818,False,0,0,0.204,0.0,0.796,0.3182,56.70000000000002,False,False,False,False,False,True,False,False,KKqe5vP2oEs
56,10,4.7,0.02127659574468085,0,0,0,False,0.0,False,0,0,0.412,0.0,0.588,0.6808,78.24500000000002,False,False,False,False,False,False,False,False,WJDlNBkDpOM
39,7,4.714285714285714,0.03125,0,0,0,False,0.02564102564102564,False,0,0,0.0,0.0,1.0,0.0,66.7871428571429,False,False,False,False,False,False,False,False,evx4oumzoFo
40,7,4.857142857142857,0.030303030303030304,0,0,0,False,0.025,False,0,0,0.341,0.0,0.659,0.4767,78.87285714285717,False,False,False,False,False,False,False,False,qMkhRHNyByo
43,6,6.333333333333333,0.027777777777777776,0,0,0,False,0.046511627906976744,False,0,0,0.583,0.0,0.417,0.6808,59.745000000000005,False,False,False,False,False,True,False,False,IPPMUUNe-Bs
44,7,5.428571428571429,0.08333333333333333,0,0,0,False,0.0,True,1,0,0.675,0.0,0.325,0.8074,90.95857142857145,False,False,False,False,False,True,False,False,5pv7bGfKhf0
65,13,4.076923076923077,0.1346153846153846,0,0,0,False,0.015384615384615385,False,0,0,0.172,0.0,0.828,0.3612,81.85500000000002,False,False,False,False,True,False,False,False,m-x-MnL4e1s
38,6,5.5,0.030303030303030304,0,0,0,False,0.0,False,0,0,0.39,0.0,0.61,0.4939,73.84500000000001,False,False,False,False,False,True,False,False,28hxtdax69o
59,11,4.454545454545454,0.041666666666666664,0,0,0,False,0.01694915254237288,False,0,0,0.392,0.0,0.608,0.7003,95.165,False,False,False,False,False,True,False,False,uz022saE0mY
66,12,4.583333333333333,0.10909090909090909,1,0,0,False,0.0,False,0,0,0.346,0.0,0.654,0.6486,103.00500000000001,False,False,False,False,False,True,False,False,OUOmMSw-Fag
43,8,4.5,0.027777777777777776,0,0,0,False,0.0,False,0,0,0.307,0.0,0.693,0.4767,92.965,False,False,False,False,False,False,False,False,JlxzgM9SKgY
42,7,5.142857142857143,0.47058823529411764,3,0,0,False,0.047619047619047616,False,0,0,0.559,0.0,0.441,0.7456,90.95857142857145,False,False,False,False,True,False,True,False,xEqDOXymjZ4
40,6,5.833333333333333,0.11764705882352941,0,0,0,False,0.025,False,0,0,0.0,0.0,1.0,0.0,-18.19999999999996,False,False,False,False,False,False,False,False,kE3e5qTAiTY
47,8,5.0,0.05,0,0,0,False,0.0,False,0,0,0.247,0.0,0.753,0.3182,61.24000000000001,False,False,False,False,False,False,False,False,TIhJMaBfOik
43,7,5.285714285714286,0.02702702702702703,0,0,0,False,0.0,False,0,0,0.341,0.0,0.659,0.4767,90.95857142857145,False,False,False,False,False,True,False,False,sE6pvYcpUhk
43,6,6.333333333333333,0.02631578947368421,0,0,0,False,0.0,False,0,0,0.383,0.0,0.617,0.4767,45.64500000000001,False,False,False,False,False,False,False,False,KoKwAvymrk8
54,10,4.5,0.022222222222222223,0,0,0,False,0.0,False,0,0,0.563,0.0,0.437,0.8405,78.24500000000002,False,False,False,False,False,False,False,False,NXhpDEhOuCI
38,7,4.571428571428571,0.03125,0,0,0,False,0.0,False,0,0,0.341,0.0,0.659,0.4767,103.04428571428575,False,False,False,False,False,False,False,False,jTqRevnLY0A
39,7,4.714285714285714,0.09375,0,0,0,False,0.0,True,1,0,0.294,0.0,0.706,0.3612,66.7871428571429,False,False,False,False,False,False,False,False,cqOEZAnpZCU
40,7,4.857142857142857,0.058823529411764705,0,0,0,False,0.0,False,0,0,0.326,0.0,0.674,0.4404,78.87285714285717,False,False,False,False,False,True,False,False,23YGjzPUloo
47,8,5.0,0.125,1,0,0,False,0.0,False,0,0,0.314,0.0,0.686,0.4939,61.24000000000001,False,False,False,False,False,False,False,False,I4AsiP04kuA
61,10,5.2,0.019230769230769232,0,0,0,False,0.0,False,0,0,0.228,0.184,0.588,0.1531,86.70500000000001,False,False,False,False,False,False,False,False,SaxoN7HBTXY
44,6,6.5,0.08108108108108109,1,0,0,False,0.045454545454545456,False,0,0,0.0,0.0,1.0,0.0,59.745000000000005,False,False,False,False,False,True,False,False,XYZP0DtUSXA
60,9,5.777777777777778,0.019230769230769232,0,0,0,False,0.0,False,0,0,0.436,0.113,0.451,0.6486,75.50000000000003,False,False,False,False,False,False,False,False,dZKOc_I1r48
41,7,5.0,0.08571428571428572,0,0,0,False,0.0,False,0,0,0.178,0.0,0.822,0.0772,66.7871428571429,True,False,False,False,True,False,False,False,-ja-gY5xo9g
45,7,5.571428571428571,0.10256410256410256,0,0,0,False,0.0,False,0,0,0.519,0.0,0.481,0.6597,66.7871428571429,False,False,False,False,False,True,False,False,wKTC45A-D-U
23,4,5.0,0.05,0,0,0,False,0.0,False,0,0,0.0,0.0,1.0,0.0,118.17500000000001,False,False,False,False,False,False,False,False,o_ob0aPS7-Q
40,8,4.125,0.09375,0,0,0,False,0.025,False,0,0,0.445,0.212,0.342,0.5267,82.39000000000001,False,False,False,False,False,False,False,False,JFpJ9u-LNI4
40,7,4.857142857142857,0.029411764705882353,0,0,0,False,0.0,False,0,0,0.341,0.0,0.659,0.4767,103.04428571428575,False,False,False,False,False,False,False,False,smer0I8ib3Y
36,6,5.166666666666667,0.0967741935483871,0,0,0,False,0.0,False,0,0,0.0,0.0,1.0,0.0,87.94500000000002,False,False,False,False,False,True,False,False,kWfXdWg29tY
34,5,6.0,0.1,0,0,0,False,0.0,False,0,0,0.437,0.0,0.563,0.4767,66.40000000000003,False,False,False,False,False,False,False,False,Yppgtexgnrc
56,9,5.333333333333333,0.0851063829787234,0,0,0,False,0.017857142857142856,False,0,0,0.386,0.0,0.614,0.5267,71.81500000000001,True,False,False,False,False,False,False,False,BflYVPHQuTc
56,10,4.7,0.06382978723404255,0,0,0,False,0.0,False,0,0,0.256,0.0,0.744,0.4767,86.70500000000001,False,False,False,False,False,False,False,False,G0uL8ViB4X8
32,6,4.5,0.14814814814814814,0,0,0,False,0.0,False,0,0,0.336,0.29,0.374,0.128,73.84500000000001,False,False,False,True,False,False,False,False,N22gmDhQ7LE
57,11,4.2727272727272725,0.0425531914893617,0,0,0,False,0.0,False,0,0,0.392,0.0,0.608,0.7003,103.37909090909093,False,False,False,False,False,False,False,False,3sujWWE-G_E
38,8,3.875,0.16666666666666666,0,0,0,False,0.02631578947368421,False,0,0,0.307,0.0,0.693,0.4767,103.04428571428575,False,False,False,False,False,False,False,False,pX64se-0ROM
55,9,5.222222222222222,0.02127659574468085,0,0,0,False,0.0,False,0,0,0.0,0.259,0.741,-0.4215,66.10000000000002,False,False,False,False,False,True,False,False,qiiZqObnV70
40,7,4.857142857142857,0.8484848484848485,5,0,0,False,0.025,False,0,0,0.0,0.0,1.0,0.0,59.745000000000005,False,False,False,False,False,True,False,False,8CrNqS7_FNM
43,8,4.5,0.027777777777777776,0,0,0,False,0.0,False,0,0,0.231,0.0,0.769,0.2732,82.39000000000001,False,False,False,False,False,False,False,False,JZs8jR9UK58
58,12,3.9166666666666665,0.043478260869565216,0,0,0,False,0.017241379310344827,False,0,0,0.225,0.0,0.775,0.4939,72.61545454545457,False,False,False,False,False,True,False,False,UDK-OT170wQ
48,8,5.125,0.125,0,0,0,False,0.020833333333333332,False,0,0,0.283,0.244,0.472,0.128,75.87500000000001,False,False,False,False,False,False,False,False,RqCRgfPJdzw
42,8,4.375,0.2222222222222222,0,0,0,False,0.09523809523809523,True,1,0,0.263,0.0,0.737,0.3612,78.87285714285717,False,False,False,False,False,False,False,False,euCB8qU4Y0I
42,8,4.375,0.05714285714285714,0,0,0,False,0.0,False,0,0,0.512,0.0,0.488,0.743,103.54,False,False,False,False,False,False,False,False,kx8-1ZwGy9k
47,10,3.8,0.17142857142857143,0,0,0,False,0.06382978723404255,False,0,0,0.256,0.0,0.744,0.4767,103.54,False,False,False,False,False,False,True,False,noD9yv9Nwz4
50,9,4.666666666666667,0.07142857142857142,0,0,0,False,0.0,False,0,0,0.344,0.0,0.656,0.6369,66.10000000000002,False,False,False,False,False,True,False,False,GaNNaoJvB78
44,7,5.428571428571429,0.10526315789473684,0,0,0,False,0.0,False,0,0,0.178,0.0,0.822,0.0772,90.95857142857145,True,False,False,False,False,True,False,False,3482CP2zGWo
64,11,4.909090909090909,0.05660377358490566,0,0,0,False,0.015625,False,0,0,0.529,0.0,0.471,0.8402,72.61545454545457,False,False,False,False,False,False,False,False,R6O4JMjEiyQ
39,6,5.666666666666667,0.058823529411764705,0,0,0,False,0.0,False,0,0,0.0,0.0,1.0,0.0,73.84500000000001,False,False,False,False,False,True,False,False,R0clRNh9dMQ
54,9,5.111111111111111,0.08888888888888889,0,0,0,False,0.018518518518518517,False,0,0,0.386,0.0,0.614,0.5267,71.81500000000001,True,False,False,False,False,False,False,False,ZVfu7FcbKfU
44,8,4.5,0.1388888888888889,0,0,0,False,0.0,False,0,0,0.263,0.0,0.737,0.3612,92.965,False,False,False,False,False,True,False,False,vKU6RO2UUHw
47,9,4.333333333333333,0.13513513513513514,0,0,0,False,0.02127659574468085,True,1,0,0.279,0.0,0.721,0.4767,84.90000000000003,False,False,False,False,False,False,False,False,droT2DV2KiI
