video_id,channel,exploit_score_v2,sample_type,comment_text,comment_likes,category,confidence
7OdHLFx0uR4,acefamily,0.39769363,high,"Teacher hands us test
Me: 4:33 
Wth does any of this mean😂😂😂",229,timestamp,0.95
t9lXvyIA-H4,acefamily,0.3940378,high,"""Where the cops at? How did I get here before the cops??!??!"" IM DEAD he tryna be serious with Elle on his belly I can't",2458,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,It is absolutely crazy to look back at this video and remember you guys used to share a car and live in your smaller apartment. I’m so happy and inspired by how far you guys have come and continue to move forward. Thank you for being a motivation.,4174,normal,0.95
t9lXvyIA-H4,acefamily,0.3940378,high,Catherine is so pretty.. Like if you agree,2935,normal,0.85
t9lXvyIA-H4,acefamily,0.3940378,high,Who’s here after Catherine released her book 😭💀,161,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,The moment I saw Austin running down the street I started dying LMAOOO,3022,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,who else is binge watching old ACE Family videos,5994,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,The way austin was running with baby across the street 😂🤣,1303,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,Austin rejecting Cathrine’s kiss made me feel sad🥺,1762,normal,0.85
t9lXvyIA-H4,acefamily,0.3940378,high,Her necklace says Austin omg so cute,3710,normal,0.8
t9lXvyIA-H4,acefamily,0.3940378,high,I died when I seen Austin RUNNING across the street with Elle😂😂,884,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,Austin running down the street with Elle 😂😂😂😂😂,694,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,"Who else is watching after princes #2 is born?

👇",1786,normal,0.85
t9lXvyIA-H4,acefamily,0.3940378,high,"The way he was running across the street with Elle was funny, but cute😂😂😊😊",725,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,THE WAY AUSTIN WAS RUNNING LOOKED LIKE HE WAS KIDNAPPING ELLE!! 😂😂 YOU HAD ME DYING,825,normal,0.85
t9lXvyIA-H4,acefamily,0.3940378,high,Him walking with the baby was the funniest thing 😂,1344,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,Lmao she forgot her Starbucks 😂 like if you noticed 🥴😂,475,normal,0.85
t9lXvyIA-H4,acefamily,0.3940378,high,"When he said ""You changed the meeting for a prank"" 💀 IM DYIN #TeamCatherine",2566,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,“Oh I’m a freaking genius! “ looks around for people to be proud of her 😂  I love Catherine !!!,657,normal,0.9
t9lXvyIA-H4,acefamily,0.3940378,high,i think catherine already won the war along time ago with that cockroach prank haha,851,normal,0.85
t9lXvyIA-H4,acefamily,0.3940378,high,"when catherine gets pranked she laughs,  but when he gets pranked he gets mad i think idk",644,normal,0.85
_aKnXtK8F40,acefamily,0.38579407,high,"""why you always gotta hit me whenever I prank you?"" LMFAOOOOOOOO",1901,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,CATHERINES LATINA SIDE CAME OUT 😂😂😂😂😂🤕,6696,normal,0.9
_aKnXtK8F40,acefamily,0.38579407,high,"Bro who else died wheb  Catharine slapped Austin... 
Give this a thumbs up",1040,normal,0.9
_aKnXtK8F40,acefamily,0.38579407,high,She flew across that bed 😂,487,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,"She fell off the bed and came back running to hit him,dead😂❤💀",4253,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,When she slapped him I was laughing so hard😂,2394,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,"""Damn why you always gotta hit me whenever I prank you?"" 😂😂",1141,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,"2:51 Austin: We have to go “rawr”
         Elle: AHHH
She’s so precious😂❤️❤️",602,timestamp,0.9
_aKnXtK8F40,acefamily,0.38579407,high,I love how much he loves Elle.,2492,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,I'm so dead at the way Catherine ran up and slapped the shit out of Austin 😂😂😂😂😂😂😂😭😭,1016,normal,0.9
_aKnXtK8F40,acefamily,0.38579407,high,"The way austin  calls her princess❤..like this comment for our little princess ""elle""😚",492,normal,0.9
_aKnXtK8F40,acefamily,0.38579407,high,4:42 I died when she launched at him that Latina side came out. 😂😂😂😂😂😂,294,timestamp,0.9
_aKnXtK8F40,acefamily,0.38579407,high,Dang..... She hit Austin HARD,315,normal,0.9
_aKnXtK8F40,acefamily,0.38579407,high,THE WAY HE FELL WHEN SHE SLAPPED HIM!!!😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂ALMOST PEED MEH SELF!!!😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,425,normal,0.9
_aKnXtK8F40,acefamily,0.38579407,high,I bursted out laughing when I saw the way Catherine came back to slap Austin 😂😂,624,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,Anyone here watching it when it's 2019?,604,normal,0.8
_aKnXtK8F40,acefamily,0.38579407,high,The noises Elle makes are super adorable she's the cutest baby I've ever met,1287,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,IM CRYING OF LAUGHTER BECAUSE OF HOW SHE HIT AUSTIN 😂😂😂😂,811,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,That was funny when she slapped him and he fell,2477,normal,0.95
_aKnXtK8F40,acefamily,0.38579407,high,Who else is watching this when there baby boy came into the world.,162,normal,0.8
CUdONzxaTu8,acefamily,0.38553005,high,Steel was like “yall ain’t seeing this shit??” 😭,2589,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,I love the fact that laï laï is asleep in every single video she’s such a mood😂❤️❤️,3588,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,Steel was like “yall not seeing this shit??” 😭.,962,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,Elle's face when they brought the bear out. She was like help me they are doing it again. Lol,636,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,The way Elle carried and let Steel sit on her lap so he wouldn't be scared is the cutest thing ever😍😍😍. Elle is such a wonderful sister💖,1610,normal,0.95
CUdONzxaTu8,acefamily,0.38553005,high,Steel crying 🥺,2650,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,Catherine telling Elle to shush so she wouldn't ruin the prank😂,420,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,elle is such a good big sister and you can really see how steel trusts and looks up to her so cute 🥺,304,normal,0.95
CUdONzxaTu8,acefamily,0.38553005,high,ONLY OGS REMEMBER THEY DID THIS TO ELLE AND CATHERINE LOL,720,normal,0.85
CUdONzxaTu8,acefamily,0.38553005,high,The bigger steel gets the more he’s looking like Austin,631,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,"Nobody:

Literally nobody?:

Steel: “hi”",528,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,"""he just takes up so much room"" maam have you seen the size of your house😂",604,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,At this point he’s a professional at taking the bear apart no joke,346,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,"Idk what's scarier,  the moving teddy bear or the way Austin looks when he comes out 💀😭 8:03",236,timestamp,0.8
CUdONzxaTu8,acefamily,0.38553005,high,"Is it just me, or is anyone else dying over Austin’s hair after he got out the bear😭☠️☠️",542,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,i can’t believe elle and alaïa are so grown now! i used to watch the ace family like 3 years ago but i stopped. sometimes i like to check up on them to see what their doing. mainly for the kids and catherine 💀 last time i checked steel was just a baby and now he’s up walking😂,211,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,Aw Austin’s grandma is such a grandma Lool “ you want your leg out?”😂 so cutee!,573,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,"i remember when austin did this to catherine, elle, and alaïa 🥰",273,normal,0.9
CUdONzxaTu8,acefamily,0.38553005,high,"Steel was like ""if Yall don't fucking pick me up""😭",292,inappropriate,0.7
CUdONzxaTu8,acefamily,0.38553005,high,Not Steel crying even more when he finds out it's his dadda😢😂,61,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,i love when catherine speaks in Spanish to elle,2946,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,Elle was legit crying because she thought her parents were fighting,2401,concern,0.8
3jKGw16HhMg,acefamily,0.36520728,high,She legit broke his heart😳,3358,normal,0.7
3jKGw16HhMg,acefamily,0.36520728,high,You know she’s a good actor she’s always calm and composed.. she got him good!,869,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,IM CRYING CAUSE AUSTIN EVEN POSTED THE PIC AND DELETED IT IM DEAD,3345,normal,0.8
3jKGw16HhMg,acefamily,0.36520728,high,"Am I the only one who feels bad for Austin


*HE WAS SO FRIGGING HAPPY*",2746,concern,0.7
3jKGw16HhMg,acefamily,0.36520728,high,"it cracks me up how Catherine literally never has to try to do anything to prank Austin, but Austin is like out of breathe pranking her. so funny 😅😅",5647,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,To the 1% of people are reading this God bless you and have a wonderful day.,1152,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,"Am I the only one that thinks that it's funny how Austin is like "" hey babe can you come help me bring the stuff up?"" And she's just like ""Um...."". So then he realizes she won't do it so he says ""it's fine I got it"".",1596,normal,0.8
3jKGw16HhMg,acefamily,0.36520728,high,"He was so geeked just to have his name tatted on her, that’s the type of love I’m trying to have",702,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,I love when Catherine speaks Spanish to Elle 😭❤️,2143,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,Am I the only one that is watching sooooo many Old ACE FAMILY videos 😂,504,normal,0.8
3jKGw16HhMg,acefamily,0.36520728,high,i think it crushed him even more when she said that she would never get it tatted..,1280,concern,0.7
3jKGw16HhMg,acefamily,0.36520728,high,"""Now you have to get my name tatted on you"" 

""What... iM DOWN"" 

LMAO I LOVE THEMMM",631,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,"""So you know it's real"" cause buying a house and having a baby together doesn't make it real yet 😂",2370,normal,0.8
3jKGw16HhMg,acefamily,0.36520728,high,pov u watching this the day after they said they were getting a divorce.,37,normal,0.7
3jKGw16HhMg,acefamily,0.36520728,high,"catherine; WHY WOULD I GET SOMEONE'S NAME TATOOED
Austin : (no word just his look)",782,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,Omg he got HYPED,2957,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,"Austin : hold up , hold up let me get my phone *runs like a lil kid 😩😭💕🌈",600,normal,0.9
3jKGw16HhMg,acefamily,0.36520728,high,"I feel bad he was like, “ so you would never do that” 

“No. Why would I get someone’s name tattooed?”

😭😥",191,concern,0.8
9zMxb17DMUM,acefamily,0.36513534,high,"If we all educate our sons, no girl will be harmed. So instead of being strict with your daughters, be strict with your son.",3763,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,How did I know Austin was the type of guy to say he’s going to be more strict on his girls vs his son. That is what creates these toxic men…,655,toxic,0.8
9zMxb17DMUM,acefamily,0.36513534,high,CAN'T WAIT FOR THEIR KIDS TO GROW UP AND SPILL ALL THE TEA,2091,normal,0.7
9zMxb17DMUM,acefamily,0.36513534,high,lai lai is absolutely adorable i can’t even cope with how cute she is,1782,normal,0.95
9zMxb17DMUM,acefamily,0.36513534,high,Lol Lai Lai’s face is always a mood 😂 😂 😂 she’s so serious and taking it very good.,3136,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,"I think children should be raised the same. Teach the boys to respect the girls so you don’t have to always worry about girls being with boys. If you’re lenient with the boys, they’ll think they can do whatever they want and get away with it",1258,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,Lai lai is so precious man I know it was hard being serious with her because she’s always smiling.,966,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,Lailai is too stinking cute!!!! Her facial expressions are adorable. 😭,871,normal,0.95
9zMxb17DMUM,acefamily,0.36513534,high,Austin says “oh I’ll be more strict with my girls than my son” why do girls have to be penalized just for being girls smh,669,concern,0.85
9zMxb17DMUM,acefamily,0.36513534,high,The way Alaia looks at Austin is so effin cute. She’s such a daddies girl,970,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,"Alaia really loves Austin so much, she’s very much a daddy’s girl. She always looks at him with hearts in her eyes like 😍",755,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,I believe in raising both sons and daughters the same way. Teach them all good values and we won't have to worry about either of them. Love the kids much. ❤,892,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,"i love how honest Elle is omg 🥺 she looks so concerned about her ""having a bf"" bless her.",712,normal,0.85
9zMxb17DMUM,acefamily,0.36513534,high,Alaïa is 100% going to be the child that gets into the most trouble as she grows up 😂😂💛💛,277,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,"Be fair all across the board. Don’t treat your kids differently based on gender.
Allow your kids to enjoy their childhood.",396,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,Don’t make the girls feel like the can’t do anything and brother can do everything because that will also mess them up.. they might resent each other one day,233,normal,0.9
9zMxb17DMUM,acefamily,0.36513534,high,"one thing i noticed is elle is really good with eye contact, that’s a super good thing!!",247,normal,0.85
9zMxb17DMUM,acefamily,0.36513534,high,"Don't want to be strict with your son but with your girls? I'm sorry but this is why society is messed up lately. Women and men are equal, teach your son to behave and treat a girl right and teach your girls to also respect their bodies and themselves. Not because he's a boy he gets to do as he pleases. Daughters are to be taught and protected. And u also need to teach your son to not be like those douche that only play around with girls cause u sounding a lot like u want him your son to have more freedom. 😒",791,concern,0.85
9zMxb17DMUM,acefamily,0.36513534,high,"don’t do your daughters like that bro. i grew up with brothers and my parents treated me differently bc i’m a girl. It’s miserable, they’ll grow up and feel so shitty that you used misogyny to raise them.

Edit: lmao ace family fans constitute being anti misogyny as being a karen lmfaoooooo 
Bro literally said he’s going to be stricter on his daughters than his son. Not my words, Im not pulling it out of nowhere and it wasn’t a joke. You guys are ridiculous.",443,concern,0.9
9zMxb17DMUM,acefamily,0.36513534,high,"Elle was straight forward and looked at her daddy straight in the eyes and said no and her eyes was locked onto his, Alaia had no idea what daddy was saying or she was scared lol. Steel of course he’s going to say yes to anything 😂😂😂❤️❤️❤️❤️",623,normal,0.85
xSNh1WdUYy8,acefamily,0.36224347,high,More people need to be just as thankful & appreciative as his little brother,596,normal,0.9
xSNh1WdUYy8,acefamily,0.36224347,high,"Props to dad for his gift attempt... Mom salty, trying to laugh it off. Be salty off camera. Lol.",1420,normal,0.8
xSNh1WdUYy8,acefamily,0.36224347,high,Omggggg 😩😩😩 Austin’s little brother got a case and just sat there happy and happy for everyone what an angel 😇,729,normal,0.9
xSNh1WdUYy8,acefamily,0.36224347,high,"His little brother hurt my heart, so sweet, pure and thankful😭",106,normal,0.9
xSNh1WdUYy8,acefamily,0.36224347,high,Austin talks just like his dad damn lol,2050,normal,0.9
xSNh1WdUYy8,acefamily,0.36224347,high,I felt so bad for Austins little brother opened his gift and he put the case on his phone 😊,966,normal,0.9
xSNh1WdUYy8,acefamily,0.36224347,high,"""I only wear Louis Vuitton.. Why you looking through my phone anyway"" I hope I never have a wife like her",998,toxic,0.7
xSNh1WdUYy8,acefamily,0.36224347,high,"Nobody at all:
People in the comments: ""AuStIn'S StEpMoM iS rUdE""",116,toxic,0.7
xSNh1WdUYy8,acefamily,0.36224347,high,Aww how cute. When his little brother got a small gift he didn't  complain. How awesome 😣,465,normal,0.9
xSNh1WdUYy8,acefamily,0.36224347,high,"Austin's step mom should be more appreciative of the attempt by her husband to get her something he thought she wanted. She shouldn't of been like ""HAHAHA I ONLY WEAR LOUIS V."" That was so rude.",2193,concern,0.8
xSNh1WdUYy8,acefamily,0.36224347,high,WHY IS YOUR WHOLE FAMILY FINE AF,3040,normal,0.8
xSNh1WdUYy8,acefamily,0.36224347,high,"“I Only wear lv” 
Oh im sorry you’re husband bought you that gold digger",73,toxic,0.7
xSNh1WdUYy8,acefamily,0.36224347,high,"His dad was really thoughtful but his rude selfish wife was like ""hahaha I only wear LV"" Can u get any ruder??? His brother got a phone case and he didn't say a word and acted happy u know u can learn some manners from that lil kid",1642,concern,0.8
xSNh1WdUYy8,acefamily,0.36224347,high,"Y'all saying ""crushing on austins brother."" Idc I'll admit I'm crushing on his dad 😂😂😂😭😍",647,inappropriate,0.6
xSNh1WdUYy8,acefamily,0.36224347,high,yo dad low key lookin like John cena,609,normal,0.9
xSNh1WdUYy8,acefamily,0.36224347,high,The one that Austin Prank his little brother he so cute,83,normal,0.9
xSNh1WdUYy8,acefamily,0.36224347,high,Why Austin stepbrother be looking like Drake? 😂,1150,normal,0.9
xSNh1WdUYy8,acefamily,0.36224347,high,"""Wait are those my headphones?"" *cuts video 💀💀",163,timestamp,0.8
xSNh1WdUYy8,acefamily,0.36224347,high,I felt so bad for austins dad. Lol his wife was so rude,535,concern,0.8
xSNh1WdUYy8,acefamily,0.36224347,high,"This is hilarious 😂 Austin is literally hiding 10 meters away, behind the wall trying to get away from a tiny snake that seems to be 10cm long lol 😂 😂😂😂",46,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,"Elle was like ""seriously, I just woke up and you do this."" 😂",3136,normal,0.95
oY2QfqsPt1o,acefamily,0.35861793,high,Austin be looking like the lady from the incredibles,3819,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,Yall should do this prank again now that elle is older 😂😂😂😂,1953,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,"WHO ELSE IS HERE 
FROM AFTER Steel is born??                                         (thanks for all the likes😊)",617,normal,0.85
oY2QfqsPt1o,acefamily,0.35861793,high,Catherine looks creepy as hell looking at Elle... lol,1594,normal,0.8
oY2QfqsPt1o,acefamily,0.35861793,high,Cathrine still looks beautiful without make up! Like if you agree,924,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,Elle was looking at Austin like awww hell nawww you looking like somebody auntie. 😂😂 love you ace family! ❤️,4891,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,Who else is here after they announced baby #3 baby boy,1335,normal,0.85
oY2QfqsPt1o,acefamily,0.35861793,high,She look dead into the camera lol,1185,normal,0.8
oY2QfqsPt1o,acefamily,0.35861793,high,I love how elle's hair looks like when she wakes up❤😂😂,713,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,Who else can not wait for Elle to get older and prank her parents 💙😍,1016,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,At 4:27 when Austin sneezed he sounded like Pinocchio from shrek😂😂,431,timestamp,0.95
oY2QfqsPt1o,acefamily,0.35861793,high,2018 anyone? + I am dying of laughter bc of Catherine starring at Elle and Elle is like wtf .,425,normal,0.85
oY2QfqsPt1o,acefamily,0.35861793,high,Can we just take a moment to admire Catherine's beauty.. she is LEGIT the prettiest woman I've ever seen. So dang beautiful both inside and out. 😩💗💗,4483,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,"God has a pen 
The ace family have a highlighter 
God drew the world and the ace family made it brighter. Like this if you agreee",1449,normal,0.85
oY2QfqsPt1o,acefamily,0.35861793,high,Austin lookin like somebody auntie,183,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,he looks like the little lady from the incredibles 😂😂,2480,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,When he started fake sneezing I lost it 😂😂,451,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,Y’all should do this again now that she’s older lol,362,normal,0.9
oY2QfqsPt1o,acefamily,0.35861793,high,austin be lookin like “somebody auntie”,139,normal,0.9
oKCih0Bclb4,acefamily,0.3551978,high,"Elle is literally Catherine’s mini, kind, compassionate, loving and such a pure heart! That little girl is going to go far in life! ❤",272,normal,0.95
oKCih0Bclb4,acefamily,0.3551978,high,Elle is so sweet and caring. The fact that she was worried about the owners being worried. You’ve raised such a great human being.,214,normal,0.95
oKCih0Bclb4,acefamily,0.3551978,high,I love how moral Elle is.🥺 Most kids would want to keep him but she’s worried about him getting back to his family ❤️❤️,688,normal,0.95
oKCih0Bclb4,acefamily,0.3551978,high,The way Elle was worried about how the owners missing their puppy 🐶 was extremely sweet.  Great job parenting by having good morals..!! ❤,32,normal,0.95
oKCih0Bclb4,acefamily,0.3551978,high,Don’t we all love a daily dose of watching The ACE FAMILY?❤️,271,normal,0.9
oKCih0Bclb4,acefamily,0.3551978,high,I’m amazed how maturely Elle handled the situation. Love he so much!!,29,normal,0.9
oKCih0Bclb4,acefamily,0.3551978,high,Elle is so sweet when she said we should give him back to his owner. I love the heart you guys have as a family ❤,35,normal,0.95
oKCih0Bclb4,acefamily,0.3551978,high,I love and admire this family. I love how much love and care Austin and Catherine has for their children and the dog. It's these families that make me feel better and help me know that anything is possible.,125,normal,0.9
oKCih0Bclb4,acefamily,0.3551978,high,"Aww I bet that poor pup was lost and confused and came right to Austin because he could sense that positive energy and felt safe with you guys! 🥰 I’m so glad you found his family though, that is one of my worst fears as a dog owner is my dog getting out and not being able to find him 😭 I also wanted to thank you again for doing Vlogmas, especially this year as we are coming up on the end of the year and you will be taking a break after this year. It just sincerely means so much to me, I truly appreciate all of the hard work you put into filming and editing every single video for us, your entire family is seriously such a bright light in this crazy life! 🥰
As always, sending so much love and light to the entire McBroom family!! 💕",70,normal,0.9
oKCih0Bclb4,acefamily,0.3551978,high,Ace is so unbothered. Steel sounds so adorable and he's growing really fast.,7,normal,0.9
oKCih0Bclb4,acefamily,0.3551978,high,"I love seeing Elle get so into filming, she’s got so much co confidence, I LOVE it!! ❤️😊",61,normal,0.9
oKCih0Bclb4,acefamily,0.3551978,high,It’s so nice to see people who still care about dogs.I love you guys.,50,normal,0.9
oKCih0Bclb4,acefamily,0.3551978,high,Omg Steel boy is so cute. I love how he gave the dog water (water bottle) that was the sweetest omg lol. You have 3 adorable little children I’m so grateful that I have been able to watch them grow❤️Happy Hollidays Ace family! Sending lots of love to you all from Ontario Canada❤❤❤💙💙🐶,38,normal,0.9
oKCih0Bclb4,acefamily,0.3551978,high,These kids really have a pure heart wanting to make sure the dog gets home!! Sooo very sweet and mature to think this way!,6,normal,0.95
