id,title,channel_short_name,viewCount,publishedAt,channelId,description,duration_seconds,performative_labor_prob,emotional_bait_prob,narrative_conflict_prob,challenge_format_prob,commercial_content_prob,privacy_violation_prob,performative_labor_pred,emotional_bait_pred,narrative_conflict_pred,challenge_format_pred,commercial_content_pred,privacy_violation_pred,exploitation_score_ws,is_exploitative_ws,n_dimensions_flagged,confidence
goOSGZa5Lic,Easy Kids' Game: Search and Find Fun! | Family Games by Family Fun Every Day,familyfuneveryday,158,6 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"Find any set of items you have a lot of; we used ping-pong balls, but you could try Legos, marbles, dice, or even cereal pieces. Put a piece of clear tape on one of the items, then dump them all into a tub or bucket. Try to find the taped item with your eyes closed. Time yourself to beat your fastest time, or take turns having one person search while another person rolls a die to get a certain number, and then rotate turns! This DIY game is great for kids’ parties, teen parties, school games, family reunions, rainy days, and family game night, too!

SUBSCRIBE FOR MORE FUN! https://www.youtube.com/channel/UCXpioY2Tkz-5dXsLwfisHBQ 

Follow our family fun on Instagram: www.instagram.com/familyfuneveryday

TRY THESE GAMES, TOO!
• Hot Wheels/Car Party Games: https://youtu.be/NmqShn2O7X4
• 3 Lego Party Game Ideas: https://youtu.be/bts_IV4KYzs   
• Lego Uno Party Game: https://youtu.be/FSBCNulfZvU 
• Balloon Game Race with DIY Racetrack: https://youtu.be/mAJNRa_pjas 
• Sphero Mini Ball Races (Race Game): https://youtu.be/CTBQp024PYU 
• Star Wars Lifesaver Lightsaber Battles: https://youtu.be/q3HmQyTeWu0 
• Fidget Spinner Pinball: https://youtu.be/5ERPLn-UQAA 
• Checkerboard Race Game: https://youtu.be/phuYy8Gj_c8 
• Crazy Checkerboard Dice Game: https://youtu.be/RbdXtDppZ6I 
• Lego Uno: https://www.youtube.com/watch?v=FSBCNulfZvU
• Cereal Pool (Billiards): https://youtu.be/ziXwzO06A7Y
• Dice Wars: https://www.youtube.com/watch?v=yKAack2yPQM 
• 3 Back-to-School Games: https://www.youtube.com/watch?v=kDUxyUV4ErE 
• Oreo Flip Challenge: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s 
• 2 New Ways to Play Jenga: https://www.youtube.com/watch?v=3rHCTzMOTcA
• Math Dice: https://www.youtube.com/watch?v=2Ck9nERmSq0 
• Sour Challenge! Lemon, Lime, or Grape Sublime: https://youtu.be/FmOoUn6q4tY
• Fidget Spinners Game Challenges: 2 New Ways to Play: https://www.youtube.com/watch?v=4AnXGxzmmE4&t=406s 
• Crumblin’ Tumblin’ Cookie Challenge: https://www.youtube.com/watch?v=gq4nznark3c 
• Bounce A•Round: https://www.youtube.com/watch?v=RdbooxfutTU 
• 5-Minute Alphabet Dice Game: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s
• PINctionary: https://www.youtube.com/watch?v=dOfLIUPjbdk&t=5s 

Music:
• “Prizefighter” by Norma Rockwell
• “Spring In My Step” by Silent Partner",,0.0021270571051066793,0.2382173166885529,0.3046800606546693,0.5,0.33109211669065064,0.3740539544126469,0,0,0,-1,0,0,0.2916950842586044,0,0,0.41660983148279124
TB4EJddavOU,How to Play GoTrio—a Tic-tac-toe Game for 2–3 Players  |  Best Strategy Board Game Reviews,familyfuneveryday,7825,5 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"Learn the rules for how to play GoTrio—a stackable tic-tac-toe strategy game for 2–3 players! This compact travel game is great for road trip fun or family game nights at home or fun party games with friends.

• Get the GoTrio game from Amazon: https://amzn.to/2LQ7xDL 
(This is an affiliate link that costs you nothing but for which I may earn a small commission that helps me keep this channel running; thanks!)

• Find more reviews of our favorite board games here: https://www.youtube.com/playlist?list=PLSkjQQUG2PgZ9-LkuD4G180mH4gef19tI

• Find our five easy PRINTABLE road trip games: https://familyfed.com/blogs/dailyactivites/5-easy-printable-road-trip-games

• See our 7 Dollar Tree games for any road trip: https://youtu.be/_TVN5qjhMzM

• Enjoy our 6 car games with NO SUPPLIES NEEDED: https://familyfed.com/blogs/dailyactivites/6-fun-word-based-car-games-for-road-trips-or-around-town-with-no-supplies-needed

SUBSCRIBE FOR MORE FUN IDEAS!

Find additional family and party games to play on our BLOG here: https://familyfed.com/blogs/dailyactivites 

When you play, share your posts and tag us @familyfed on Instagram or @familyfuneveryday on Facebook!

Find new, fun family games and activities EVERY DAY on our website, FamilyFED.com. Just like meal plans help make dinner easy, our daily “recipes for fun” make it easy to have quality family time to:
• strengthen family CONNECTION,
• foster GROWTH, and
• create lasting MEMORIES.

Happy playing!

Music: “Dancing on Green Grass” by The Green Orbs",,1.702090359371023e-07,0.2382173166885529,0.3046800606546693,0.26803051934941763,0.9999967809466136,0.3740539544126469,0,0,0,0,1,0,0.364163133710156,0,1,0.6050049198774302
yRK5rkkn9WY,Go Fish—SHARK ATTACK! (DIY Card Games) | Family Fun Every Day,familyfuneveryday,1504,8 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"The ultimate shark-attack challenge comes to a classic game of Go Fish with this card game twist for new kids games! Surprise shark cards will come to the surface as you play—but will they help or hurt your game strategy? Either way, you’re sure to have fun making this new game a party game, family game night fun, or the centerpiece for a shark party, ocean party, or deep-sea party!

SUBSCRIBE FOR MORE! https://www.youtube.com/channel/UCXpioY2Tkz-5dXsLwfisHBQ 

Follow our family fun on:
• Facebook: www.facebook.com/FamilyFunEveryDay
• Instagram: www.instagram.com/familyfuneveryday
• Pinterest: www.pinterest.com/familyfuneveryday

TRY THESE GAMES, TOO!
• Checkerboard Race Game: https://youtu.be/phuYy8Gj_c8 
• Crazy Checkerboard Dice Game: https://youtu.be/RbdXtDppZ6I 
• Lego Uno: https://www.youtube.com/watch?v=FSBCNulfZvU
• Cereal Pool (Billiards): https://youtu.be/ziXwzO06A7Y
• Dice Wars: https://www.youtube.com/watch?v=yKAack2yPQM 
• Star Wars Lifesaver Lightsaber Battles: https://www.youtube.com/watch?v=q3HmQyTeWu0&t=5s 
• 3 Lego Party Game Ideas: https://www.youtube.com/edit?o=U&video_id=bts_IV4KYzs 
• Fidget Spinner Pinball: https://www.youtube.com/watch?v=5ERPLn-UQAA 
• 3 Back-to-School Games: https://www.youtube.com/watch?v=kDUxyUV4ErE 
• Oreo Flip Challenge: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s 
• 2 New Ways to Play Jenga: https://www.youtube.com/watch?v=3rHCTzMOTcA
• Math Dice: https://www.youtube.com/watch?v=2Ck9nERmSq0 
• Sour Challenge! Lemon, Lime, or Grape Sublime: https://youtu.be/FmOoUn6q4tY
• Hot Wheels/Car Party Games: https://youtu.be/NmqShn2O7X4
• Fidget Spinners Game Challenges: 2 New Ways to Play: https://www.youtube.com/watch?v=4AnXGxzmmE4&t=406s 
• Crumblin’ Tumblin’ Cookie Challenge: https://www.youtube.com/watch?v=gq4nznark3c 
• Bounce A•Round: https://www.youtube.com/watch?v=RdbooxfutTU 
• 5-Minute Alphabet Dice Game: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s
• PINctionary: https://www.youtube.com/watch?v=dOfLIUPjbdk&t=5s 

Music: 
• “Spring In My Step” by Silent Partner
• “Bubble Bath” by The Green Orbs
• “Carefree Melody” by Twin Musicom is licensed under a Creative Commons Attribution license (https://creativecommons.org/licenses/by/4.0/)
Source: http://www.twinmusicom.org/song/302/carefree-melody
Artist: http://www.twinmusicom.org",,0.0021270571051066793,0.5,0.5,0.5,0.33109211669065064,0.3740539544126469,0,-1,-1,-1,0,0,0.3678788547014007,0,0,0.2642422905971986
YcGlk-U4VCg,Easy FRUIT NINJA Party Game in Real Life | Family Fun Every Day,familyfuneveryday,854,8 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"Learn how to play Fruit Ninja in real life with this easy candy version! It’s a great boy party game or ninja party game, and it’s also a fun treat for any family game night at home!

Find more easy boy party games: https://www.youtube.com/playlist?list=PLSkjQQUG2Pga29dR6BwX0RcZfKVHQ-SoF 

ENJOY MORE DIY FAMILY GAMES BY SUBSCRIBING!
• Lego Uno: https://www.youtube.com/watch?v=FSBCNulfZvU
• Cereal Pool (Billiards): https://youtu.be/ziXwzO06A7Y
• Dice Wars: https://www.youtube.com/watch?v=yKAack2yPQM
• Star Wars Lifesaver Lightsaber Battles: https://www.youtube.com/watch?v=q3HmQyTeWu0&t=5s 
• 3 Lego Party Game Ideas: https://www.youtube.com/edit?o=U&video_id=bts_IV4KYzs 
• Fidget Spinner Pinball: https://www.youtube.com/watch?v=5ERPLn-UQAA 
• 3 Back-to-School Games: https://www.youtube.com/watch?v=kDUxyUV4ErE 
• Oreo Flip Challenge: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s 
• 2 New Ways to Play Jenga: https://www.youtube.com/watch?v=3rHCTzMOTcA
• Math Dice: https://www.youtube.com/watch?v=2Ck9nERmSq0 
• Sour Challenge! Lemon, Lime, or Grape Sublime: https://youtu.be/FmOoUn6q4tY
• Hot Wheels/Car Party Games: https://youtu.be/NmqShn2O7X4
• Fidget Spinners Game Challenges: 2 New Ways to Play: https://www.youtube.com/watch?v=4AnXGxzmmE4&t=406s 
• Crumblin’ Tumblin’ Cookie Challenge: https://www.youtube.com/watch?v=gq4nznark3c 
• Bounce A•Round: https://www.youtube.com/watch?v=RdbooxfutTU 
• 5-Minute Alphabet Dice Game: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s
• PINctionary: https://www.youtube.com/watch?v=dOfLIUPjbdk&t=5s 

Follow our family fun on:
• Facebook: www.facebook.com/FamilyFunEveryDay
• Instagram: www.instagram.com/familyfuneveryday
• Pinterest: www.pinterest.com/familyfuneveryday

Music: 
• “Spring In My Step” and “The Great Avenger” by Silent Partner",,0.9982689863349684,0.2382173166885529,0.3046800606546693,0.5,0.5,0.3740539544126469,1,0,0,-1,-1,0,0.48587005301513964,0,1,0.3604392181930331
XMOu1bMNhro,3 MORE Party Games with Water Balloons—SUMMER PARTY IDEAS! by Family Fun Every Day,familyfuneveryday,1442,6 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"These three water balloon games are perfect for a summer party!
1. A twist on Monkey in the Middle
2. Flies Up with a pool noodle lounge chair twist (from the dollar store)
3. Get the Gatorade challenge
All three new games are sure to be a blast!

FIND THREE MORE WATER BALLOON GAMES: https://youtu.be/vQOByRvdfVU

SUBSCRIBE FOR MORE FUN! https://www.youtube.com/channel/UCXpioY2Tkz-5dXsLwfisHBQ 

Follow our family fun on Instagram: www.instagram.com/familyfuneveryday

Music: 
• “Bubble Bath” by The Green Orbs
• “Spring In My Step” by Silent Partner",,0.01778644837603534,0.2382173166885529,0.3046800606546693,0.5,0.5014051087464715,0.3740539544126469,0,0,0,-1,1,0,0.3226904814797293,0,1,0.35555577620485573
HigXeDzoxkE,Glow-in-the-Dark PICK-UP STICKS Party Game with Glow Sticks,familyfuneveryday,2278,8 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"Try this easy glow-in-the-dark game with glow sticks from the dollar store! We played this pick-up-sticks kids’ game after we used glow sticks for another party game. A fun idea for lights out!

SUBSCRIBE FOR MORE! https://www.youtube.com/channel/UCXpioY2Tkz-5dXsLwfisHBQ 

Follow our family fun on:
• Facebook: www.facebook.com/FamilyFunEveryDay
• Instagram: www.instagram.com/familyfuneveryday
• Pinterest: www.pinterest.com/familyfuneveryday

TRY THESE GAMES, TOO!
• Checkerboard Race Game: https://youtu.be/phuYy8Gj_c8 
• Crazy Checkerboard Dice Game: https://youtu.be/RbdXtDppZ6I 
• Lego Uno: https://www.youtube.com/watch?v=FSBCNulfZvU
• Cereal Pool (Billiards): https://youtu.be/ziXwzO06A7Y
• Dice Wars: https://www.youtube.com/watch?v=yKAack2yPQM 
• Star Wars Lifesaver Lightsaber Battles: https://www.youtube.com/watch?v=q3HmQyTeWu0&t=5s 
• 3 Lego Party Game Ideas: https://www.youtube.com/edit?o=U&video_id=bts_IV4KYzs 
• Fidget Spinner Pinball: https://www.youtube.com/watch?v=5ERPLn-UQAA 
• 3 Back-to-School Games: https://www.youtube.com/watch?v=kDUxyUV4ErE 
• Oreo Flip Challenge: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s 
• 2 New Ways to Play Jenga: https://www.youtube.com/watch?v=3rHCTzMOTcA
• Math Dice: https://www.youtube.com/watch?v=2Ck9nERmSq0 
• Sour Challenge! Lemon, Lime, or Grape Sublime: https://youtu.be/FmOoUn6q4tY
• Hot Wheels/Car Party Games: https://youtu.be/NmqShn2O7X4
• Fidget Spinners Game Challenges: 2 New Ways to Play: https://www.youtube.com/watch?v=4AnXGxzmmE4&t=406s 
• Crumblin’ Tumblin’ Cookie Challenge: https://www.youtube.com/watch?v=gq4nznark3c 
• Bounce A•Round: https://www.youtube.com/watch?v=RdbooxfutTU 
• 5-Minute Alphabet Dice Game: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s
• PINctionary: https://www.youtube.com/watch?v=dOfLIUPjbdk&t=5s 

Music: 
• “Water Lily” by The 126ers
• “Smart Riot” by Huma-Huma
• “Spring In My Step” by Silent Partner",,4.2536113834127534e-07,0.2382173166885529,0.3046800606546693,0.26803051934941763,0.33109211669065064,0.3740539544126469,0,0,0,0,0,0,0.2526790655261793,0,0,0.49464186894764145
Y1QJNMut7S8,Dollar-Store DIY Letter Game: Letter Volley (Spelling Game) | Family Fun Every Day,familyfuneveryday,77,8 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"From school classroom games and family game nights to homeschool games and teen party games, Letter Volley will help you think creatively in a matter of seconds. What letter will be next for you?

SUBSCRIBE FOR MORE! https://www.youtube.com/channel/UCXpioY2Tkz-5dXsLwfisHBQ 

Follow our family fun on:
• Facebook: www.facebook.com/FamilyFunEveryDay
• Instagram: www.instagram.com/familyfuneveryday
• Pinterest: www.pinterest.com/familyfuneveryday

TRY THESE GAMES, TOO!
• Checkerboard Race Game: https://youtu.be/phuYy8Gj_c8 
• Crazy Checkerboard Dice Game: https://youtu.be/RbdXtDppZ6I 
• Lego Uno: https://www.youtube.com/watch?v=FSBCNulfZvU
• Cereal Pool (Billiards): https://youtu.be/ziXwzO06A7Y
• Dice Wars: https://www.youtube.com/watch?v=yKAack2yPQM 
• Star Wars Lifesaver Lightsaber Battles: https://www.youtube.com/watch?v=q3HmQyTeWu0&t=5s 
• 3 Lego Party Game Ideas: https://www.youtube.com/edit?o=U&video_id=bts_IV4KYzs 
• Fidget Spinner Pinball: https://www.youtube.com/watch?v=5ERPLn-UQAA 
• 3 Back-to-School Games: https://www.youtube.com/watch?v=kDUxyUV4ErE 
• Oreo Flip Challenge: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s 
• 2 New Ways to Play Jenga: https://www.youtube.com/watch?v=3rHCTzMOTcA
• Math Dice: https://www.youtube.com/watch?v=2Ck9nERmSq0 
• Sour Challenge! Lemon, Lime, or Grape Sublime: https://youtu.be/FmOoUn6q4tY
• Hot Wheels/Car Party Games: https://youtu.be/NmqShn2O7X4
• Fidget Spinners Game Challenges: 2 New Ways to Play: https://www.youtube.com/watch?v=4AnXGxzmmE4&t=406s 
• Crumblin’ Tumblin’ Cookie Challenge: https://www.youtube.com/watch?v=gq4nznark3c 
• Bounce A•Round: https://www.youtube.com/watch?v=RdbooxfutTU 
• 5-Minute Alphabet Dice Game: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s
• PINctionary: https://www.youtube.com/watch?v=dOfLIUPjbdk&t=5s 

Music: 
• “Walking the Dog” and “Spring In My Step” by Silent Partner",,0.0021270571051066793,0.2382173166885529,0.3046800606546693,0.5,0.33109211669065064,0.3740539544126469,0,0,0,-1,0,0,0.2916950842586044,0,0,0.41660983148279124
EpeaNYYW3Mo,7 Easy Getting-to-know You Party Games or Ideas for Building Family Bonds,familyfuneveryday,1255,5 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"Whether you're planning a family game night or a getting-to-know-you party, with new friends you'll love these seven easy games that celebrate connections and building memories. I love how they help me get to know even my family members more than ever before!

Get the ""On a Scale of 1–10"" printable game here: https://familyfed.com/products/on-a-scale-of-1-10-a-simple-getting-to-know-you-game-to-build-connections

Get the ""Emoji Emotions"" printable game here: https://familyfed.com/products/emoji-emotions-game-a-new-creative-way-to-talk-about-your-feelings

Find fun FREE games to play with your family: https://youtube.com/playlist?list=PLSkjQQUG2Pgaruh4nu-KRixIDoqwdTPkT

Find 5-MINUTE family games you can enjoy together: https://youtube.com/playlist?list=PLSkjQQUG2PgY1ua8Yo72qtNjTS3mUhoLn

Enjoy games for ST. PATRICK'S DAY: https://youtube.com/playlist?list=PLSkjQQUG2PgaxAKTn2z_72SJCoSddSMNo

SUBSCRIBE FOR MORE FUN IDEAS!

Find additional family and party games to play on our BLOG here: https://familyfed.com/blogs/dailyactivites 

When you play, share your posts and tag us @familyfed on Instagram or @familyfuneveryday on Facebook!

Find new, fun family games and activities EVERY DAY on our website, FamilyFED.com. Just like meal plans help make dinner easy, our daily “recipes for fun” make it easy to have quality family time to:
• strengthen family CONNECTION,
• foster GROWTH, and
• create lasting MEMORIES.

Happy playing!

Music: “Dancing on Green Grass” by The Green Orbs",,1.702090359371023e-07,0.2382173166885529,0.3046800606546693,0.26803051934941763,0.33109211669065064,0.3740539544126469,0,0,0,0,0,0,0.2526790230008289,0,0,0.4946419539983422
ctFta_V8PTA,Hei Hei Rooster Karaoke! New Disney Game/Moana Party Game | Family Fun Every Day,familyfuneveryday,121,8 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"Hei Hei! What’s That Song? This fun Disney game is a new game with a twist on karaoke! It’s perfect for family parties, teen parties, kids’ games, school and classroom parties, and Moano party games too!

SUBSCRIBE FOR MORE! https://www.youtube.com/channel/UCXpioY2Tkz-5dXsLwfisHBQ 

Follow our family fun on:
• Facebook: www.facebook.com/FamilyFunEveryDay
• Instagram: www.instagram.com/familyfuneveryday
• Pinterest: www.pinterest.com/familyfuneveryday

TRY THESE GAMES, TOO!
• Lego Uno: https://www.youtube.com/watch?v=FSBCNulfZvU
• Cereal Pool (Billiards): https://youtu.be/ziXwzO06A7Y
• Dice Wars: https://www.youtube.com/watch?v=yKAack2yPQM 
• Star Wars Lifesaver Lightsaber Battles: https://www.youtube.com/watch?v=q3HmQyTeWu0&t=5s 
• 3 Lego Party Game Ideas: https://www.youtube.com/edit?o=U&video_id=bts_IV4KYzs 
• Fidget Spinner Pinball: https://www.youtube.com/watch?v=5ERPLn-UQAA 
• 3 Back-to-School Games: https://www.youtube.com/watch?v=kDUxyUV4ErE 
• Oreo Flip Challenge: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s 
• 2 New Ways to Play Jenga: https://www.youtube.com/watch?v=3rHCTzMOTcA
• Math Dice: https://www.youtube.com/watch?v=2Ck9nERmSq0 
• Sour Challenge! Lemon, Lime, or Grape Sublime: https://youtu.be/FmOoUn6q4tY
• Hot Wheels/Car Party Games: https://youtu.be/NmqShn2O7X4
• Fidget Spinners Game Challenges: 2 New Ways to Play: https://www.youtube.com/watch?v=4AnXGxzmmE4&t=406s 
• Crumblin’ Tumblin’ Cookie Challenge: https://www.youtube.com/watch?v=gq4nznark3c 
• Bounce A•Round: https://www.youtube.com/watch?v=RdbooxfutTU 
• 5-Minute Alphabet Dice Game: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s
• PINctionary: https://www.youtube.com/watch?v=dOfLIUPjbdk&t=5s 

Music: 
• “Spring In My Step” by Silent Partner
• “Fluffing a Duck” by Kevin MacLeod is licensed under a Creative Commons Attribution license (https://creativecommons.org/licenses/by/4.0/)
Source: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100768
Artist: http://incompetech.com/",,0.9854828488215268,0.5,0.3046800606546693,0.26803051934941763,0.5,0.3740539544126469,1,-1,0,0,-1,0,0.4887078972063768,0,1,0.34623943813493097
NIah_YZEydA,Spider Escape Game—Easy Halloween Game Idea for Kids,familyfuneveryday,2057,5 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"The best Halloween games are often the easiest to put together, and this easy Halloween game can be put together in five minutes! Our Spider Escape Halloween dice game requires just a poster board, marker, a die, and spider rings. So easy!

Find our PRINTABLE MONSTER TREASURE HUNT adventure for kids with seven clues and five fun games: https://familyfed.com/products/monster-treasure-hunt-for-a-monster-party-or-trick-or-treat-alternative-for-a-halloween-party 

See how to create our EASY DIY HALLOWEEN ESCAPE ROOM: https://youtu.be/YScDgmyz5Jo

SUBSCRIBE FOR MORE FUN! https://www.youtube.com/channel/UCXpioY2Tkz-5dXsLwfisHBQ 
 
MORE HALLOWEEN GAMES:
• 5 Halloween Games with DOLLAR STORE Supplies: https://youtu.be/N_na1gh1dQ4
• FUN Halloween Craft and Party Game—Pipe Cleaner Spider Game: https://youtu.be/KcXIIdkdkbI
• 3 Easy DIY Halloween Party Games for Kids: https://youtu.be/_MLDDX_kfwk 
• One-Eyed Monster Drop Game: https://youtu.be/ZNSlJARyxgs 
• CANDY CORN Roll: https://youtu.be/FAobiMCbN5I 
• PUMPKIN PATCH Snatch: https://youtu.be/yl4uZixgWQI 
• Pumpkin Golf: https://youtu.be/SgcRpV4htaE 
• Don’t LEAF Me Out: Fall Colors DIY Game for Families: https://youtu.be/pnnt7TkHqMo 

Find THANKSGIVING PARTY GAMES: https://www.youtube.com/playlist?list=PLSkjQQUG2PgaiCfxNQkOn0CAu_aEKtcBF

Music: “Dancing on Green Grass” by The Green Orbs",,4.5268583817891766e-07,0.2382173166885529,0.3046800606546693,0.26803051934941763,0.33109211669065064,0.3740539544126469,0,0,0,0,0,0,0.25267907008029594,0,0,0.49464185983940817
CEyXs1sBND8,Frozen 2 Meets Family History—4 Fun Ideas to Build Family Connections with a Disney Movie Night!,familyfuneveryday,74,6 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"Turn a traditional Disney Plus movie night into a family Disney movie night PARTY that builds family connections and closeness with these four easy Frozen party game and food ideas! Anna and Else knew how to move forward during hard times to do the next right thing because of what they learned from their family’s stories. Likewise, knowing and talking about your family’s stories can help your family make it through hard times, too! A Frozen 2 theme makes it so much fun! See more about the importance of knowing your family’s stories in our “Sculpt a Memory” blog post: https://familyfed.com/blogs/dailyactivites/sculptamemory 

Time codes for each game:
• Sculpt a Memory: 0:16. This fun twist on charades lets your share your favorite family moments while posing like frozen statues! Download a game sheet for it in its full article here: https://familyfed.com/blogs/dailyactivites/sculptamemory 
• Protect Arendelle’s Castle: 2:13. Will you be able to save the “castle” like Elsa does when water races toward it?
• Frantic Forest: 3:34. Our twist with a family-member quiz makes this off-the-shelf board game an incredible bonding time.
• Story Scoops: 5:02. A marker and some plastic spoons takes this ice-cream dessert treat to the next level!

Product Links:
• Find the Frantic Forest Frozen game here: https://amzn.to/3bv3VhQ 
• Buy a large snowflake mold here: https://amzn.to/2VWCWoH 
• Or buy small snowflake molds here: 
 • set of three: https://amzn.to/2VYejYO
 • single set: https://amzn.to/3bLmUVL
• Not in the video, but I also found this “Rumbling Rock” game with the earth giants for under $10 that looks like fun: https://amzn.to/2RZoR8Y

Find additional family and party games to play on our DAILY BLOG here: https://familyfed.com/blogs/dailyactivites 

We are an Amazon Affiliate partner, which means we might make a small commission for items you purchase through our links.

When you play, share your posts and tag us @familyfed on Instagram or @familyfuneveryday on Facebook!

Find new, fun family games and activities EVERY DAY on our website, FamilyFED.com. Just like meal plans help make dinner easy, our daily “recipes for fun” make it easy to have quality family time to:
• strengthen family CONNECTION,
• foster GROWTH, and
• create lasting MEMORIES.

Happy playing!

Music: 
• “Dancing on Green Grass” by The Green Orbs",,1.8880227175668738e-08,0.2382173166885529,0.3046800606546693,0.26803051934941763,0.5,0.3740539544126469,0,0,0,0,-1,0,0.2808303116642523,0,0,0.43833937667149536
remnX8UgOkY,Stackin’ Oats Challenge (DIY Food Game) | Family Fun Every Day,familyfuneveryday,52,8 years ago,UCXpioY2Tkz-5dXsLwfisHBQ,"Test your hand-eye coordination skills creatively with this fun family game perfect for kids games or icebreaker party games. Or, you can always fit in a quick game for breakfast. ;)

Follow our family fun on:
• Facebook: www.facebook.com/FamilyFunEveryDay
• Instagram: www.instagram.com/familyfuneveryday
• Pinterest: www.pinterest.com/familyfuneveryday

Enjoy more creative game challenges:
• Sour Challenge! Lemon, Lime, or Grape Sublime: https://youtu.be/FmOoUn6q4tY
• Hot Wheels/Car Party Games: https://youtu.be/NmqShn2O7X4
• Lego Uno: https://www.youtube.com/watch?v=FSBCNulfZvU
• Cereal Pool (Billiards): https://youtu.be/ziXwzO06A7Y
• Dice Wars: https://www.youtube.com/watch?v=yKAack2yPQM
• Star Wars Lifesaver Lightsaber Battles: https://www.youtube.com/watch?v=q3HmQyTeWu0&t=5s 
• 3 Lego Party Game Ideas: https://www.youtube.com/edit?o=U&video_id=bts_IV4KYzs 
• Fidget Spinner Pinball: https://www.youtube.com/watch?v=5ERPLn-UQAA 
• Fidget Spinners Game Challenges: 2 New Ways to Play: https://www.youtube.com/watch?v=4AnXGxzmmE4&t=406s 
• Crumblin’ Tumblin’ Cookie Challenge: https://www.youtube.com/watch?v=gq4nznark3c 
• 3 Back-to-School Games: https://www.youtube.com/watch?v=kDUxyUV4ErE 
• Bounce A•Round: https://www.youtube.com/watch?v=RdbooxfutTU 
• Oreo Flip Challenge: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s 
• 5-Minute Alphabet Dice Game: https://www.youtube.com/watch?v=GDrKnmi0Gf4&t=144s
• 2 New Ways to Play Jenga: https://www.youtube.com/watch?v=3rHCTzMOTcA
• PINctionary: https://www.youtube.com/watch?v=dOfLIUPjbdk&t=5s 

Music: 
• “Spring In My Step” by Silent Partner
• “Arriba Mami” by Jingle Punks
• “Breaktime - Silent Film Light” by Kevin MacLeod is licensed under a Creative Commons Attribution license (https://creativecommons.org/licenses/by/4.0/)
Source: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100302
Artist: http://incompetech.com/
• “Fig Leaf Rag” by Kevin MacLeod is licensed under a Creative Commons Attribution license (https://creativecommons.org/licenses/by/4.0/)
Source: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100701
Artist: http://incompetech.com/",,0.9997424016492501,0.7067500015825604,0.5,0.9999999999922631,0.33109211669065064,0.3740539544126469,1,1,-1,1,0,0,0.6519397457212285,1,3,0.5004487773735921
