video_id,title,channel_short_name,viewCount,cluster,n_faces,face_coverage,max_face_ratio,has_large_face,has_smile,n_smiles,mean_saturation,mean_brightness,text_density,color_std
M0UYH2GXJng,OUR 2 YEAR OLD GOES ON HIS FIRST DATE!!! **GUESS WITH WHO**,acefamily,1090460.0,1,3,0.105126953125,0.0716677517361111,False,False,0,91.23847005208333,137.89845052083334,0.052395833333333336,71.07585790134748
wRYyFXLFkGc,MY WIFE CAN’T BELIEVE I DID THIS…**HILARIOUS**,acefamily,837710.0,12,4,0.049825303819444444,0.021879340277777777,False,False,0,106.71421875,141.59747287326388,0.031708984375,73.53850300009407
F_A_YpSrj54,MY HUSBAND CAN'T BELIEVE I WAS DOING THIS... **HILARIOUS**,acefamily,1207742.0,12,1,0.015108506944444445,0.015108506944444445,False,False,0,45.73506293402778,180.49735785590278,0.04320746527777778,63.34923365601836
pOdmsbrTsVs,RATING MY WIFE'S HALLOWEEN COSTUMES!!! **HILARIOUS**,acefamily,1254196.0,4,1,0.10027777777777777,0.10027777777777777,True,False,0,102.18866102430556,187.3408962673611,0.03363064236111111,65.50737490837894
zAcqcC6EQhg,SURPRISING OUR DAUGHTERS WITH A NEW ROOM MAKEOVER REVEAL!!! **ADORABLE**,acefamily,1667700.0,5,1,0.03554796006944445,0.03554796006944445,False,False,0,68.14962999131944,198.31868272569446,0.07210394965277778,55.83987652112748
V0eyIW4Yd7Q,OUR NEW HOUSE TOUR!!!,acefamily,1830117.0,4,4,0.009326171875,0.002605251736111111,False,False,0,87.188291015625,137.77462456597223,0.17714952256944444,82.03952581522309
t9_jSnxAyBE,DISNEYLAND ALMOST RUINED ALAIA'S 4TH BIRTHDAY... **VERY SAD**,acefamily,1445418.0,5,6,0.156630859375,0.1254340277777778,True,True,1,78.59412217881945,182.56511176215278,0.1145583767361111,65.05722222757457
YgvCP-XMqTU,WE'RE MOVING...,acefamily,1190442.0,12,5,0.02103515625,0.011511501736111112,False,False,0,117.41633355034722,174.1515939670139,0.05606987847222222,77.78053437474723
qecVjvtamEw,THEY TURNED THE HOUSE INTO A GIANT BUBBLE BATH! **NO BUENO**,acefamily,1094488.0,12,2,0.005539279513888889,0.0029340277777777776,False,False,0,24.35853949652778,197.9167263454861,0.034536675347222226,47.82125856883393
kO5pNNTh9IU,OUR DOG ACE IS MISSING!!!,acefamily,866440.0,12,1,0.11041775173611111,0.11041775173611111,True,False,0,96.33261610243055,164.67976019965278,0.06922960069444445,72.00955161955729
piqblGap92s,LOOK WHAT THEY DID TO ME... (TERRIBLE IDEA),acefamily,784381.0,12,6,0.22705946180555556,0.06673611111111111,False,True,2,82.10882703993056,183.95407118055556,0.06137586805555556,71.71854310408004
1fHiDkBvRSk,CONGRATULATIONS DAD...,acefamily,826285.0,12,1,0.038759765625,0.038759765625,False,False,0,72.71778211805555,162.402578125,0.049921875000000004,74.13794812549607
ike-P6qFAzs,THE DAY AFTER THE FIGHT!,acefamily,1437326.0,12,1,0.07335069444444445,0.07335069444444445,False,False,0,42.64397243923611,212.79540798611112,0.024874131944444444,47.277008615608544
IkgFaBwItRc,IT'S FIGHT DAY!!!,acefamily,941067.0,12,3,0.067666015625,0.038759765625,False,False,0,84.53481336805555,190.11979166666666,0.039284939236111115,66.24459715708421
bS4blcjlALc,CATHERINE WANTS TO FIGHT SOMEONE SEPTEMBER 10TH!!!,acefamily,606022.0,5,1,0.03099066840277778,0.03099066840277778,False,False,0,74.56937934027778,137.96374240451388,0.05787000868055556,69.29193945342733
jVKfMSCaJA4,CATHERINE'S BIRTHDAY SPECIAL... **SURPRISING HER WITH A HELICOPTER**,acefamily,751526.0,5,2,0.059067925347222223,0.03958441840277778,False,True,1,78.8940603298611,135.62636935763888,0.060175781250000004,74.69406694345817
0KqGn9YMDcg,OUR WEDDING IS CANCELED BECAUSE OF THIS...,acefamily,925816.0,12,1,0.015108506944444445,0.015108506944444445,False,False,0,58.39274631076389,178.70342664930556,0.07409179687499999,73.70924922815686
vzaWr2XS8mY,THE KIDS CHANGED THE COLOR OF THE FAMOUS PINK TESLA!!!,acefamily,913193.0,5,4,0.094296875,0.050625,False,False,0,110.63097222222223,160.66893771701388,0.08778862847222221,84.55556831504674
oJDg3W0GA2E,YOU WON’T BELIEVE WHAT WE DID TO PULL HER TOOTH OUT…,acefamily,816105.0,12,3,0.19720052083333334,0.1042751736111111,True,True,1,94.96713324652778,168.883740234375,0.06052300347222222,69.43432934787545
N1PXjVdmMs4,WHY I NEED TO WIN...,acefamily,645265.0,12,3,0.0665158420138889,0.028126085069444445,False,False,0,116.69538953993056,170.66131510416668,0.05034396701388889,71.57703154431361
d56cdV8yZNQ,A DAY IN THE LIFE WITH CATHERINE,acefamily,7182248.0,5,0,0.0,0.0,False,False,0,44.35349537037037,149.47019675925927,0.05125578703703704,89.36716883573627
4RdQ6wSDCfE,HAPPY EARLY BIRTHDAY BABE...,acefamily,3938106.0,1,0,0.0,0.0,False,False,0,111.65516203703703,93.80146990740741,0.12995949074074073,72.40927096561569
ebiHgUlEXy4,WE FOUND A NEW HOME! (HOUSE TOUR),acefamily,8010707.0,4,1,0.009259259259259259,0.009259259259259259,False,False,0,110.69189814814816,111.90648726851852,0.10759259259259259,74.9187939802747
XT23JXAcmVU,THIS IS SOMETHING WE FINALLY GET TO SHARE WITH YOU!!!,acefamily,5814900.0,12,3,0.11991319444444444,0.05557870370370371,False,False,0,40.44515625,113.60020833333333,0.10151041666666667,85.67179559771962
EJMchOmAtXs,WHO CAN MAKE THE MOST MONEY IN 24 HOURS!!! **CHALLENGE**,acefamily,5209016.0,9,0,0.0,0.0,False,False,0,80.82657407407407,83.58853009259259,0.12853587962962965,82.62886361306403
YNqwKEqIlsU,REACTING TO OUR FIRST EVER YOUTUBE VIDEO!!! **SHOULD WE DELETE IT???**,acefamily,7968868.0,12,4,0.12527777777777777,0.05113425925925926,False,False,0,61.179722222222225,108.06734375,0.11521990740740741,81.80609573283743
G2lLBiyZxKs,SOMEONE LEFT A PUPPY AT OUR DOORSTEP!!! **SHOCKING**,acefamily,14430899.0,12,1,0.034311342592592595,0.034311342592592595,False,False,0,45.424988425925925,133.3869212962963,0.08777777777777777,95.07385907643162
AErG9bkjA8k,THROWING GIANT BOUNCY HOUSE IN THE POOL!!! **DON'T ATTEMPT**,acefamily,8509398.0,9,0,0.0,0.0,False,False,0,75.52766782407407,107.7573900462963,0.13674189814814813,85.02377465140201
H1K80A59xaI,EXPOSING THE TRUTH ABOUT CATHERINE!!!,acefamily,3964777.0,5,3,0.1247048611111111,0.059033564814814816,False,False,0,40.28299768518519,115.61335648148147,0.054184027777777775,93.49795873651563
xddWAUh1ezo,GIRLFRIEND PROPOSES TO BOYFRIEND PRANK!!!,acefamily,7763507.0,5,0,0.0,0.0,False,False,0,61.65434606481482,109.97016782407407,0.05855902777777777,80.84745175243357
sFx3bc6TyVY,BABY COVERED IN 1 MILLION M&M's!!!,acefamily,10180356.0,1,1,0.02224537037037037,0.02224537037037037,False,False,0,77.7760474537037,144.4830902777778,0.10298611111111111,86.0629322441171
dt3i38qZ5y8,OUR FIRST FIGHT!!! (COULD HAVE CHANGED EVERYTHING),acefamily,2823962.0,12,0,0.0,0.0,False,False,0,25.330318287037038,131.25780671296297,0.029247685185185182,91.7916327829139
PXi9sVgImLI,FAKE LOTTERY TICKET PRANK ON BOYFRIEND!!! (BEST REACTION EVER),acefamily,10233048.0,12,0,0.0,0.0,False,False,0,52.461984953703706,73.13502314814815,0.07957754629629629,76.61538821147377
Goknhpho2gc,HILARIOUS DONUT CHALLENGE!!! (ACE FAMILY EDITION),acefamily,2808325.0,9,1,0.044814814814814814,0.044814814814814814,False,False,0,40.182372685185186,80.16744212962963,0.060208333333333336,77.57496282346686
pZJlSDNat_A,Dinners We Ate While Camping,bonniehoellein,17926.0,3,0,0.0,0.0,False,False,0,73.83476851851852,86.08090856481482,0.05609953703703704,63.6970304016805
1Nw-FEDTnuQ,How to Dry Hydrangeas so they last for a YEAR!,bonniehoellein,15607.0,12,0,0.0,0.0,False,False,0,58.28992476851852,90.50467013888888,0.05096064814814815,61.17676221339935
nvD1zJLqCIw,Its Time to Plant & Pick! Lets fill our Planters.,bonniehoellein,21545.0,12,0,0.0,0.0,False,False,0,84.59423611111112,127.13072337962963,0.08828125,86.66058763416991
VA1pFCWck4Y,Kale Crunch Salad,bonniehoellein,14366.0,3,0,0.0,0.0,False,False,0,46.513582175925926,105.16928819444445,0.0499537037037037,63.766625428211086
o6dLruPXs8M,Homemade Bread Recipe - Good for the Body and Soul,bonniehoellein,16133.0,3,1,0.012783564814814815,0.012783564814814815,False,False,0,35.70266203703704,143.36796296296296,0.12513888888888888,90.36046228538562
q3HHTAnVcWw,Shark Tooth Hunting with @fretours #megalodon,bonniehoellein,8697.0,9,0,0.0,0.0,False,False,0,62.519751157407406,98.22593171296296,0.0402025462962963,59.15755972683407
ivJDFJhPWKI,Pool Day as a Mom with 4 Kids,bonniehoellein,10940.0,4,0,0.0,0.0,False,False,0,100.87479166666667,65.59207175925926,0.06523148148148149,57.826338840502935
XP7ZMv9uE6g,A Hoellein CHRISTMAS EVE Special - 2024,bonniehoellein,75625.0,4,1,0.006689814814814815,0.006689814814814815,False,False,0,69.29846064814815,119.84436921296296,0.13217592592592595,83.1253384515634
uq7MVEsz_LY,Cody Buys his First GO-KART + Roy Days,bonniehoellein,23376.0,9,0,0.0,0.0,False,False,0,96.71066550925926,106.59692708333333,0.08471064814814816,77.54224080956186
Zjq8R5LMW28,First Steps to Attempting Normalcy,bonniehoellein,86301.0,12,0,0.0,0.0,False,False,0,43.1360474537037,117.85872685185186,0.058541666666666665,91.65186512492767
qeuap6SJ-F4,Why my family wont go to Church with me.,bonniehoellein,48431.0,12,1,0.16333333333333333,0.16333333333333333,True,False,0,33.368101851851854,101.45406828703703,0.03843171296296296,67.661801324875
RR0s8XLN3BQ,RV Trip Gone Wrong! 😅 #shorts,bonniehoellein,41777.0,6,0,0.0,0.0,False,False,0,93.46963541666666,80.26986111111111,0.02404513888888889,58.735216431285515
RmmN7yGYKOc,OB/GYN DISASTER Story Time!,bonniehoellein,55153.0,1,1,0.07787037037037037,0.07787037037037037,False,False,0,49.797216435185184,122.87283564814815,0.050694444444444445,87.06575900618047
RER_upbrNak,Miles from Nowhere & Forgot our FOOD - 1st Annual Swing Arm City RV Travel Vlog,bonniehoellein,43367.0,3,0,0.0,0.0,False,False,0,89.38971064814815,114.23434027777778,0.1788715277777778,84.87546842946966
9F7Zr0LhAhE,Our New FULL TIME Living & Home School RV,bonniehoellein,110505.0,4,2,0.017297453703703704,0.010208333333333333,False,False,0,65.85388310185185,121.65308449074074,0.11974537037037038,94.19199029915713
Lkm-XtADq1o,Boston Fell Out of a Tree,bonniehoellein,59136.0,12,0,0.0,0.0,False,False,0,94.30561342592593,121.45793402777778,0.12788773148148147,84.98273303422822
yrKF6yciNSg,Design the ENTRY of My House With Me - Episode 13,bonniehoellein,41005.0,9,0,0.0,0.0,False,False,0,34.32206597222222,133.5796875,0.07716435185185186,103.35369512238606
A15MHsZ2WIw,Finally a Family REUNION,bonniehoellein,66187.0,4,0,0.0,0.0,False,False,0,72.21305555555556,107.7678125,0.11111689814814814,78.85990517549722
uyksTOOMuXY,Mothers Day 2022,bonniehoellein,58245.0,4,1,0.07921875,0.07921875,False,False,0,94.70746527777777,122.19851851851851,0.10253472222222222,83.82626194201596
jx7YMLh9Bpk,Pedicures With Aunt ELLIE,bonniehoellein,160827.0,5,0,0.0,0.0,False,False,0,77.18657407407407,130.36567129629628,0.13499421296296296,84.83053959270713
WxJ-abAiUq8,Quarantining a 6 year old is IMPOSSIBLE!!!,bonniehoellein,61705.0,1,1,0.08057870370370371,0.08057870370370371,True,False,0,120.81074074074074,123.84358796296296,0.07575231481481481,74.99761177508977
AOXhm3Kvr0c,Olivia Has Covid,bonniehoellein,188493.0,5,1,0.12847800925925926,0.12847800925925926,True,False,0,61.41630787037037,103.32236689814815,0.07918402777777778,85.0778274631008
v_wDY6exS84,Olivia's Phone Tour 😝😜😝,bonniehoellein,141992.0,5,0,0.0,0.0,False,False,0,56.81203125,126.53976273148149,0.0827488425925926,88.70672316407617
7OXXjO0okko,Making Cookies For Santa CHRISTMAS EVE 2021 /  Vlogmas Day 24,bonniehoellein,41888.0,4,0,0.0,0.0,False,False,0,66.3667650462963,121.65579282407407,0.08263310185185185,83.89534953934589
l6-WOb5hyQs,Gingerbread House Decorating Vlogmas Day 20,bonniehoellein,45733.0,4,1,0.020833333333333332,0.020833333333333332,False,False,0,89.84692708333333,128.03859953703704,0.11362268518518519,87.95374471298476
NnaBuZiQMzA,Giving Food to Those in Need,bonniehoellein,54329.0,3,1,0.006689814814814815,0.006689814814814815,False,False,0,108.36627314814815,130.04108796296296,0.13369791666666667,83.23101162494358
OMnmc_IbdVM,Bostons Primary Talk,bonniehoellein,51853.0,5,0,0.0,0.0,False,False,0,82.50560763888889,137.75982060185186,0.0706712962962963,87.02578582275022
T8_oeCRmqmU,Doing My Brothers Makeup!,bonniehoellein,55810.0,5,1,0.11342592592592593,0.11342592592592593,True,False,0,63.790167824074075,119.33742476851852,0.06640625,80.15946149731421
bPNhcclaeTU,Caught RED Handed Lincoln is a Thief,bonniehoellein,181579.0,12,0,0.0,0.0,False,False,0,81.17228009259259,132.80269097222222,0.041493055555555554,97.60777423526922
oXDPNWPmkAg,Who Cut Lincolns HAIR?,bonniehoellein,759206.0,12,2,0.05835648148148148,0.03,False,False,0,66.0350462962963,131.6998900462963,0.05122685185185185,88.40557450005015
WKPHhdI_mH4,Not Everybody Loves Doggy Kisses! + 11 Week  Hair Transplant Postop,bonniehoellein,203498.0,12,2,0.12653935185185186,0.08472800925925926,True,False,0,83.39487847222222,108.50984953703704,0.07164351851851851,84.40281995822194
dwHsG233dwU,12 yr Anniversary in VEGAS with Celine Dion,bonniehoellein,83758.0,4,2,0.23039351851851853,0.12335648148148148,True,False,0,131.09309027777778,119.82693865740741,0.10935763888888889,73.98520281690024
tiOuiBOzC5U,BAD TIMING FOR AN EYE INFECTION / LA TRAVEL VLOG,bonniehoellein,103878.0,12,1,0.26750578703703703,0.26750578703703703,True,False,0,73.26852430555556,86.42520833333333,0.04836226851851852,67.73459407639952
q4G0HiebqZg,Southern Comfort Food Tour / MISSISSIPPI TRAVEL VLOG,bonniehoellein,96381.0,3,0,0.0,0.0,False,False,0,81.82545717592592,119.76460648148148,0.10969328703703703,95.26354909416052
YJysoxnxf2Y,CODY Needs a WIN,bonniehoellein,100783.0,5,0,0.0,0.0,False,False,0,105.77085648148149,118.78149305555556,0.05496527777777777,83.61354511549362
17pfbn3sbpQ,Lincolns Potty Training Success,bonniehoellein,144884.0,12,1,0.15000578703703704,0.15000578703703704,True,False,0,64.5882349537037,140.88512152777778,0.05653935185185185,95.975492488645
S-NeIgnuZS0,Toddler hides Moms IPHONE,bonniehoellein,183131.0,1,1,0.028356481481481483,0.028356481481481483,False,False,0,119.0935011574074,126.91685185185185,0.1915798611111111,75.21448812607743
rN08ZLcjKKI,PINTEREST PLAY-DOH Fail,bonniehoellein,162811.0,9,2,0.06463541666666667,0.04380208333333333,False,False,0,68.7930787037037,121.96644675925926,0.08630787037037037,82.86456457896587
QGygX0dvxIk,Cody Can COOK,bonniehoellein,165697.0,3,0,0.0,0.0,False,False,0,107.82324652777778,124.61482060185185,0.07974537037037037,75.10630534932999
o3T9bdR4dpA,Cody Stayed Home From School,bonniehoellein,569011.0,12,1,0.18335648148148148,0.18335648148148148,True,False,0,117.73445023148147,124.94756365740741,0.03472800925925926,64.67811998919684
BNDoqcCqO88,No More BINKIES!,bonniehoellein,365272.0,12,1,0.09333912037037037,0.09333912037037037,True,False,0,88.70914930555556,124.97,0.04809027777777778,74.27437176362854
_9kkkdtbY9Q,CRAZY HAIR DAY,bonniehoellein,1776555.0,4,0,0.0,0.0,False,False,0,85.50408564814815,110.26319444444445,0.093125,74.86806650293977
myMbgHP9b-I,How To Apply Lipstick,bonniehoellein,225478.0,3,1,0.08195023148148148,0.08195023148148148,True,False,0,84.82096064814814,137.8609548611111,0.06170717592592593,80.16199442157357
0pmT95M5khk,Little Brother Playdate,bonniehoellein,436618.0,5,0,0.0,0.0,False,False,0,51.39513888888889,136.10304976851853,0.08455439814814815,86.14028418459583
bDuLU4fs8rs,Getting News at the Lake,bonniehoellein,271361.0,12,1,0.1444675925925926,0.1444675925925926,True,False,0,38.63078703703704,150.13260416666665,0.08219907407407406,103.30941536075257
TJNSW0B-orw,Some Babies Never Grow Up,bonniehoellein,552198.0,1,0,0.0,0.0,False,False,0,62.40277777777778,145.1830324074074,0.07377893518518519,88.78174957392059
uAA_kAfE3YY,Making Something Special For Mom,bonniehoellein,137937.0,1,1,0.11020833333333334,0.11020833333333334,True,False,0,81.11005208333333,116.68248842592592,0.08923032407407407,82.07205006482205
ur_JCOwu4is,Elf on the SHELF DAY 12,bonniehoellein,230517.0,4,0,0.0,0.0,False,False,0,91.53084490740741,124.96337962962963,0.08330439814814815,90.53586150688908
rVRbRL89x94,Extreme Arcade Fun! -Toddler Style,bonniehoellein,1012471.0,11,2,0.1320023148148148,0.08195023148148148,True,False,0,99.87240162037037,79.74605902777778,0.07278935185185186,61.094312138198056
AUWJJW-tgmo,Son In Law VS Father In Law,bonniehoellein,96975.0,1,0,0.0,0.0,False,False,0,58.37517939814815,93.1393923611111,0.09856481481481481,82.52390598752545
DTfpYr5kOWY,New Family Pet,bonniehoellein,833921.0,5,0,0.0,0.0,False,False,0,92.51941550925926,151.43423032407406,0.06137152777777778,86.35427610979734
WbQN3D48Kg8,Getting Hardwood Floors,bonniehoellein,183786.0,9,1,0.029172453703703704,0.029172453703703704,False,False,0,64.06814814814815,114.92435763888889,0.14542245370370369,83.77765659443959
Om1_dKxn2TM,Lincoln gets new Teeth,bonniehoellein,193254.0,12,1,0.13724537037037038,0.13724537037037038,True,False,0,107.47835648148148,140.09761574074074,0.03131944444444444,84.78609661720816
ycCXC3oriEM,HULK SMASH!,bonniehoellein,134108.0,9,1,0.037037037037037035,0.037037037037037035,False,False,0,36.32581018518518,110.61378472222222,0.03278356481481482,86.42214394869548
xqU3p6fPYmo,Happy New Years!!,bonniehoellein,168978.0,4,2,0.18507523148148147,0.11505208333333333,True,False,0,73.06491898148148,74.00627314814815,0.029201388888888888,60.610546390957836
mvdhIWZSmmM,WATCH! This is SO COOL!,bonniehoellein,366305.0,9,1,0.03796875,0.03796875,False,False,0,49.84286458333333,143.96245949074074,0.07108217592592593,83.13602396116907
7QP41rYZBUI,Halloween 2015,bonniehoellein,7064031.0,4,0,0.0,0.0,False,False,0,87.49614583333333,139.48001736111112,0.12054976851851852,89.02110625733765
pTEX1X3zL7A,Kid Swap,bonniehoellein,832476.0,1,0,0.0,0.0,False,False,0,80.80731481481482,124.96971064814815,0.041712962962962966,77.09135957492582
-98HzICOmh4,Pregnancy Update / Week 32,bonniehoellein,46720.0,1,0,0.0,0.0,False,False,0,45.604247685185186,108.33014467592592,0.05378472222222222,62.26295553181458
51JT-bJeLjw,Eyebrow Routine / How to fill in your BROWS,bonniehoellein,32106.0,12,0,0.0,0.0,False,False,0,83.34872685185185,110.34629050925926,0.026626157407407407,82.28748008155503
U4ejbNGr5zk,Pregnancy Update Week 20 / HALFWAY THERE!!!,bonniehoellein,39909.0,1,1,0.059033564814814816,0.059033564814814816,False,False,0,45.05413773148148,123.00269675925927,0.051695601851851854,78.47873946398715
7mCiiPsTrkM,Bronzing Basics,bonniehoellein,15882.0,3,1,0.14264467592592592,0.14264467592592592,True,False,0,50.76322916666667,116.81772569444445,0.03768518518518519,76.37105587588836
YFCBkhdO_Mc,Elf on the Shelf Day 16,bonniehoellein,311668.0,4,1,0.023703703703703703,0.023703703703703703,False,False,0,61.459068287037034,127.73696759259259,0.08875578703703704,65.06627376916617
TiiofThzE4E,Hey Jimmy Kimmel I told my kid I ate all their Halloween candy,bonniehoellein,14639525.0,3,0,0.0,0.0,False,False,0,56.148038194444446,98.18693287037037,0.03934027777777777,73.83101231361583
pX6IMQDqnRQ,7 Piece Makeup Look / Basic Tutorial,bonniehoellein,18769.0,3,2,0.16412037037037036,0.10391203703703704,True,False,0,35.093020833333334,127.75972222222222,0.035277777777777776,85.88153931547185
KdG8GslBluQ,Sugar Skull / Two Face,bonniehoellein,251065.0,3,1,0.1337037037037037,0.1337037037037037,True,False,0,34.99055555555555,114.61684027777778,0.05515625,90.39522888756476
kCcyxntUxbI,How to Make Rainbow Lava Lamps! | Hayley LeBlanc & London Angel,bratayley,112184.0,5,1,0.008356481481481482,0.008356481481481482,False,False,0,108.60415509259259,120.02829282407407,0.0712326388888889,78.31647898032726
2ldHp1aRpic,Life Imitating Art (WK 436) Bratayley,bratayley,639830.0,8,1,0.04280092592592592,0.04280092592592592,False,False,0,61.131030092592596,108.37764467592592,0.11009837962962964,85.82964654331492
