id,title,channel_short_name,viewCount,performative,emotional_bait,narrative_conflict,challenge_format,commercial_content,privacy_violation
hxdSiqwlgKQ,"ADLEY FACE!! the family PLAYS and REVIEWS fun new GAMES inside our house, who is a real game master?",aforadley,46159289.0,1,0,0,0,0,0
C9FbCrLaQnI,Adley App Reviews | Mario Kart Tour | New Race Game playing Baby Princess Peach (and car makeover),aforadley,7894004.0,1,0,0,0,0,0
PtB_A_MuYws,Adley found a LOST PUPPY!!  Surprising Barbie with Cartoon Magic to visit the Dream House in Roblox,aforadley,5072771.0,1,0,0,1,0,0
APFj4AYLNG8,ADLEY's MYSTERY CAFE has a new NAVEY BOSS!!  Chef Adley and Fancy Niko serve crazy food to customers,aforadley,4076806.0,1,0,1,0,0,0
C2zXgfOKlR4,BiRTHDAY SURPRiSE for MOM!!  Zoo Animals and Sprinkles! Adley & Dad decorating a bday party cake 🎂,aforadley,13552832.0,0,0,0,0,0,0
y7JdT0iOBZg,LOOK WHAT I FOUND!!  Adley & Mom open fun Hatchimal toys we find hidden inside our ultimate hotel!,aforadley,1761861.0,1,1,0,0,0,0
8QozCBdMsto,ADLEY’S MYSTERY CAFE!!  Chef Adley is the BOSS!  neighborhood play doh restaurant!  cops vs robbers,aforadley,40159176.0,1,1,1,0,0,0
uZvETpj28r0,BARBiE Swimming Pool CAMPiNG!!  Adley takes her Dream Camper on the Ultimate Backyard Camp Adventure,aforadley,23654151.0,1,0,0,0,0,0
NF4M6hEhdFg,Fairy Adley hatches BABY DiNOSAURS!!  Pirate Dad wants a PET DiNO! Hidden island Gold & Making Art!,aforadley,16337000.0,1,1,1,0,0,0
fwzWmokfj6k,A for ADLEY - Lost in the Movies - FAMiLY MOViE NiGHT live premiere!!  at home Purple Carpet Party!,aforadley,635327.0,1,0,0,0,0,0
DLemOYEv7uQ,BARBiE MOViNG DAY!!  Dream House Makeover! new neighborhood & swimming pool! play pretend with Adley,aforadley,11261130.0,1,0,0,0,0,0
jfpZQyinCBo,NiKO CAT NOIR  and  ADLEY LADY BUG  vs  WiFi MOM family pretend play as Adleys favorite cartoon show,aforadley,97168116.0,1,0,1,0,0,0
W31mqT-3kns,new BRAiN GAME with ADLEY and ZOMBiE NiKO!!  Doctor Dad finds Stickerpox & family memories THE MOViE,aforadley,6485559.0,1,1,1,0,0,0
MtPm1Q-oQxk,PUMPKiN GUTS with Family Challenges!! what's inside Mystery Pumpkins? Adley & Niko do 45ft Drop Test,aforadley,16424697.0,1,1,0,1,0,0
vv-DZJYhluo,MiNi toy HiDE n SEEK craft!! Adley finds hidden treasures inside diy rice jar game with Navey & Niko,aforadley,3064546.0,1,0,0,0,0,0
-yzgMPG5IQw,Adley Crafts with Barbie & Chelsea!! Learn how to make fun DIY sparkle crafts inside The Dream House,aforadley,3702662.0,1,0,0,0,1,0
exJnP4DJaho,ADLEY and NASTYA make a SLiME SHOP!!  Rainbow Slimes to Surprise youtubers! Nikos crazy like nastyas,aforadley,4453831.0,1,1,0,0,0,0
9Q1-CBB3hrE,PANCAKE PARTY with ADLEY!! Learning to Cook Magic Color Pancakes with Dad 🥞 (Mom Hands),aforadley,13359419.0,1,0,0,0,0,0
kZay_dYns9s,🌷 DADDY DAUGHTER DATE 🌷  Adley & Navey Spa Day with Dad! Niko Bear and Mom play games at the Arcade,aforadley,25290191.0,1,0,0,0,0,0
zaH6iBAuCcY,"ADLEY sets a TRAP for DELiVERY DAD!!  my Secret Plan to ask for your Mail, thanks for Art & Letters",aforadley,2278325.0,1,1,1,0,0,0
8LDYWm7u8LU,5 FAMiLY CHRiSTMAS CHALLENGES!! Drop Test - Candy Fishing - Rainbow Wheel - Xmas Cool Whip Tree 🎯🔫,aforadley,2532870.0,1,1,0,1,0,0
3idRcGP9dDk,MAGiC BABY PUFFS for DAD and ENZO!!  Adley brings CRAZY BABiES back with Cereal Challenge & Cartoon,aforadley,145547.0,1,1,0,1,0,0
NiCA3cbzrZY,"ADLEY CHALLENGES NiKO!! Family game night, Who's the Clue and Donkey Kong Bananza 2 new games",aforadley,174229.0,1,0,0,1,0,0
Q5Go6PKaNNM,CABiN MANSiON - HiDE N SEEK!!  playing inside an abandoned house! Adley’s ultimate family game,aforadley,3759003.0,1,0,0,0,0,0
kvYyScvfItc,"99 NiGHTS on PiRATE iSLAND in REAL LiFE!!  Survive Rainbow Ghosts, Evil Magic Fairies, and Hot Lava",aforadley,1211501.0,1,1,1,0,0,0
g7mzGOfdVLQ,Ely playing just dance 2,andrewdavila,95.0,1,0,0,0,0,0
O6VON2LNNik,Bang,andrewdavila,66.0,-1,0,0,0,0,0
OPZrTetean8,Irma beating piñata flashing back on her kids,andrewdavila,93.0,1,1,0,0,0,0
-LRalOV71F0,Well THAT Was Unexpected,ballingerfamily,166190.0,0,1,0,0,0,0
5jdPnc3Zxio,Gymnastics Christmas Show 🤸‍♂️🎄🎅🏻 (Vlogmas Day 10),ballingerfamily,69435.0,0,0,0,0,0,0
m-qxbgM4mkQ,Colleen's Birthday & Making Our Vlogmas Intro!,ballingerfamily,263712.0,0,0,0,0,0,0
bXOsZI68mM8,Surviving Laundry Chaos: Life with 6 Kids,ballingerfamily,35250.0,0,0,0,0,0,0
44zazs8jReY,Blind Karaoke CHALLENGE  ✨ musical theatre edition ✨,ballingerfamily,37128.0,1,0,0,1,0,0
ZGEZGn9Cm-A,Recovering at Home,ballingerfamily,557207.0,0,0,0,0,0,0
gECN-BVLAgA,Duncan Update - Four Years Old!,ballingerfamily,170879.0,0,0,0,0,0,0
k9cYM5MjmR8,Family Easter Game Ideas! 💕🐣💕,ballingerfamily,1684723.0,1,0,0,0,0,0
fAg-5gzgM60,Getting our Christmas tree! 🎄 (vlogmas day 15),ballingerfamily,37773.0,0,0,0,0,0,0
4YCoxnsB-DI,Trying Mexican Candy!,ballingerfamily,468715.0,1,0,0,0,0,0
uAvOlS2v9lU,Duncan’s Christmas show & family arrives! | Ballinger Family Vlogmas Day 26,ballingerfamily,36166.0,0,0,0,0,0,0
C4_V8r7NGsU,Ballinger Family Camp 2017 - Duncan's First Time!,ballingerfamily,31427.0,0,0,0,0,0,0
QKNATpM6L88,Having Contractions!,ballingerfamily,553735.0,1,0,0,0,0,0
--2RsDMl8yE,The Fire,ballingerfamily,172286.0,1,1,0,0,0,0
R5fHlscMprQ,Life-Changing Gift!,ballingerfamily,248039.0,0,1,0,0,0,0
HpPrH-IFJjo,We are really nailing this whole Pumpkin Season thing.,ballingerfamily,106673.0,0,0,0,0,0,0
dIs2oSWVz6E,At a RANCH for Colleen's Birthday!,ballingerfamily,126192.0,0,0,0,0,0,0
9YN0-g-XagA,Our 2025 Advent Calendars! 🎁✨ | Vlogmas Day 5,ballingerfamily,40929.0,0,0,0,0,0,0
V7BbjRytLVw,Health Update... What has WORKED with my hives (chronic idiopathic urticaria),ballingerfamily,65546.0,0,0,0,0,0,0
2ZTbrhcOG-s,Soooo this is where we're at,ballingerfamily,7193854.0,0,0,0,0,0,0
_GyWoV485GA,Thanksgiving Special 2020 & VLOGMAS Day 1!,ballingerfamily,419373.0,0,0,0,0,0,0
AWjuSvlzAx8,My Makeup Routine! Bailey gets a Makeover!,ballingerfamily,134113.0,1,0,0,0,0,0
uR1BkV_6w1k,Why We're in a NEW HOUSE,ballingerfamily,120500.0,0,0,0,0,0,0
wBubUl7qyuM,He's Learning to Roll Over!,ballingerfamily,164515.0,0,0,0,0,0,1
VDeSaMf3ijI,Our House After the Fire (Vlogmas day 7),ballingerfamily,53954.0,0,0,0,0,0,0
dAkI1n0Qt2o,So Many Changes!,ballingerfamily,182785.0,0,0,0,0,0,0
jnX3GR0UGBc,Haircut at Home - Oops?,ballingerfamily,426069.0,1,0,0,0,0,0
MQk4ANAADUU,One day in Bakersfield with 6 Kids! Family Travel ✨,ballingerfamily,68468.0,0,0,0,0,0,0
D8PjXRLIus8,Gymnastics Regional Championships in UTAH! Trampoline & Tumbling 🤸🏆🥇  Parker Ballinger 2024,ballingerfamily,586336.0,0,0,0,0,0,0
46KhG49HKD4,We've Been Waiting So Long for This!,ballingerfamily,153617.0,0,0,0,0,0,0
Rbr5O__uzJM,Our Gingerbread House!,ballingerfamily,134099.0,0,0,0,0,0,0
vhVRo3RsEJw,Colleen's House for the SUPERBOWL!,ballingerfamily,137182.0,0,0,0,0,0,0
7ERr38CK-9w,Jessica's Birthday Special - 38!,ballingerfamily,121311.0,0,0,0,0,0,0
ClNXWeLuptg,Ballinger Family Halloween Special 2023,ballingerfamily,95645.0,0,0,0,0,0,0
9J4AvFQwf3w,Famous Artwork (Worth Millions) destroyed in FIRE 💸🔥 | Fallas Valencia,ballingerfamily,32651.0,0,0,0,0,0,0
CMQ9ecDNa4o,Teddy's FIRST FOOD!,ballingerfamily,144089.0,0,0,0,0,0,1
FlnYEd52S4w,Baby Shopping Haul!,ballingerfamily,207897.0,1,0,0,0,0,0
IZa6OwLeeKk,Big Christmas Plans 🎄 (vlogmas day 13),ballingerfamily,33393.0,0,0,0,0,0,0
yALEZTPa63A,Trying the BEST Buffets in Las Vegas! (Buffet #1 - The Buffet at the Wynn),ballingerfamily,57305.0,0,0,0,0,0,0
cAgToLiPZrg,The Night Sky Came to Life... and We Were There! ✨🎇✨ (vlogmas day 20),ballingerfamily,35119.0,0,0,0,0,0,0
JEnUROlAR5Y,Halloween Costumes!,ballingerfamily,117391.0,0,0,0,0,0,0
-uTPGWzO5dk,"✨Kid's Choice Awards 2024✨ Makeovers, Celebs, & Exclusive Parties",ballingerfamily,131858.0,1,0,0,0,0,0
EOLwn7_FcAg,Our Christmas Village is Shattered,ballingerfamily,98906.0,0,1,0,0,0,0
Zo3q9S1bRqg,Our Last Day of Camp - Row Boats & Art! Ballinger Family Camp 2023 (day 6),ballingerfamily,38206.0,0,0,0,0,0,0
mKz93IPhdo8,Magical Christmas Tree Lighting in Valencia Spain! 🎄✨ | Vlogmas Day 2,ballingerfamily,28215.0,0,0,0,0,0,0
rBA7E-X3Sfc,The truth about Bailey & Jacob's fight (Vlogmas day 6),ballingerfamily,43837.0,0,1,1,0,0,1
v6EufXWaZwc,Easter 2026 in Spain. Things were different this year…,ballingerfamily,19450.0,0,0,0,0,0,0
m4X55jZgSNo,What we really think about our Christmas tree 🎄 | Ballinger Family Vlogmas Day 24,ballingerfamily,32227.0,0,0,0,0,0,0
RMvy5OHC7VM,Bailey's Bedroom Makeover!,ballingerfamily,751556.0,1,0,0,0,0,0
TByljkqDFnc,Thrifting Christmas Clothes at Valencia’s Street Markets! 🎄🛍️ | Vlogmas Day 13,ballingerfamily,23431.0,0,0,0,0,0,0
1sZE5qyiADI,"Another Set of Stitches, Lincoln's Doing Great!",bonniehoellein,207601.0,0,1,0,0,0,1
r6pMuptW2NM,Olivia's MRI Scan + Results,bonniehoellein,110739.0,0,1,0,0,0,1
YBbgO2jR9EM,Do I Regret My Chin Surgery?,bonniehoellein,124027.0,1,0,0,0,0,0
9Bt2vgj-x2w,HAPPY HALLOWEEN 2021🎃🎃,bonniehoellein,54990.0,0,0,0,0,0,0
p7uCni_gplQ,Does CODY Have a Girlfriend?,bonniehoellein,132965.0,0,1,0,0,0,0
2n3m9CnzYIE,"Recovery, Making Soup + MOM LIFE!",bonniehoellein,52429.0,0,1,0,0,0,0
wP0Qdb0RdQk,Staking Off Where the House Will sit on the Property - Episode 5,bonniehoellein,72908.0,0,0,0,0,0,0
G1OIePCg1XQ,Elf on the Shelf Day 4,bonniehoellein,114676.0,0,0,0,0,0,0
FGAseF35rr8,Rainbow Chocolate EMOJI,bonniehoellein,92971.0,0,0,0,0,0,0
_30qOKlwZbA,"Fondue, Fights, and LUSH!",bonniehoellein,159475.0,0,0,0,0,0,0
MbfZ3DFbqDU,RV Meal Prep + TOUR,bonniehoellein,113266.0,0,0,0,0,0,0
e8uDjt6TDwA,Live Nativity,bonniehoellein,51225.0,0,0,0,0,0,0
cbb7ewKomig,Miami Marlins Baseball Game - We Witnessed a Once in a Lifetime Catch,bonniehoellein,14472.0,0,0,0,0,0,0
XjZv_kzQ_H0,Every Teen Needs to Know This!,bonniehoellein,123611.0,0,0,0,0,0,0
ZUYRjlxC6-8,Everglades Alligator Airboat Tour,bonniehoellein,44620.0,0,0,0,0,0,0
hVP1rWcJlco,Until We Meet Again my Sweet Aunt Linda.,bonniehoellein,213348.0,0,1,0,0,0,0
pniYvnvmdiY,Bonnie Turns 40,bonniehoellein,31133.0,0,0,0,0,0,0
eWjRmHvhihg,I'll Like You Forever I'll Love You Always,bonniehoellein,218799.0,0,0,0,0,0,0
7UQIGW6iltY,Elf on the Shelf Book,bonniehoellein,14912.0,0,0,0,0,0,0
2Zkq8pLg0lA,Praying for Joels Mom,bonniehoellein,52360.0,0,1,0,0,0,0
viR_0wlYWe0,How We Met / OUR STORY,bonniehoellein,658145.0,0,0,0,0,0,0
KPu1nGJqEQA,LAST Dr Appointment / 39 Week Update,bonniehoellein,370927.0,0,0,0,0,0,0
2PSTi1pRsq8,"Florida Bridge Jumping, Only the LOCALS Know",bonniehoellein,28634.0,0,0,0,0,0,0
-wyneUl95cU,Dreaming about BARBIE!,bonniehoellein,168778.0,0,0,0,0,1,0
4uwLhl3xZoQ,Sneaking Our Dog into a Baptism,bonniehoellein,112225.0,0,1,0,0,0,0
AmZ7kCfQ1ok,Demolition Day,bonniehoellein,126316.0,0,0,0,0,0,0
X-UQRwZI6xU,Skiing The Biggest Snow Day of the YEAR,bonniehoellein,31955.0,-1,0,0,0,0,0
GhMdgMgvpJo,Olivia’s  New Roomate,bonniehoellein,83850.0,0,0,0,0,0,0
i2mcX2NaepQ,My Husband is Struggling.,bonniehoellein,306419.0,0,0,0,0,0,0
sGYAJmdJglE,Back to School Q and A,bonniehoellein,122013.0,0,0,0,0,0,0
9KBP8ZETpkQ,Griffiths Family Reunion 2023 - COME CAMP WITH ME!,bonniehoellein,115646.0,0,0,0,0,0,0
36r-8ccojbY,Cody Gets a PET,bonniehoellein,161342.0,0,0,0,0,0,0
pJmrlvXJeHc,Playing with Cousins,bonniehoellein,194565.0,0,0,0,0,0,0
DBM1sCIOspA,Baby Disgusted With Moms Hair,bonniehoellein,380134.0,0,0,0,0,0,0
DmesSbzmoMs,Halloween 2024 + Pumpkin Chili Recipe!,bonniehoellein,37123.0,0,0,0,0,0,0
E0BVFjfDm3c,Snow Tubing,bonniehoellein,127788.0,0,0,0,0,0,0
Vd6JyxxpcWs,I am a LEGO Master!,bonniehoellein,297949.0,1,0,0,0,0,0
4JUXK3YGGmI,Neighborhood BOUNCE HOUSE Party,bonniehoellein,53670.0,0,0,0,0,0,0
vo4Hp1yRoak,Date Night in the Florida Keys,bonniehoellein,7985.0,0,0,0,0,0,0
k-7pvtiRGpE,Kindergarten Registration Celebration,bonniehoellein,125816.0,0,0,0,0,0,0
V3pqVGUVZ_g,Before & After - Painting the Entire House REMODEL,bonniehoellein,92361.0,0,0,0,0,0,0
FykDiZB04Zs,What We Fed 23 people at our Reunion! 2022,bonniehoellein,80110.0,0,0,0,0,0,0
O4EqFMBndmw,We Finally Have BEDDING! New Mattress for Every Room!!,bonniehoellein,48763.0,0,0,0,0,0,0
Mau6YPR57_M,Memorial Day 2025,bonniehoellein,23652.0,0,0,0,0,0,0
J44jQ-FswOA,Daughter Cuts Dads HAIR,bonniehoellein,91559.0,0,0,0,0,0,0
uA0jE78e-zo,Holiday,bonniehoellein,716292.0,0,0,0,0,0,0
CtRhieRj4Vs,Lets Renew Our VOWS,bonniehoellein,51077.0,-1,0,0,0,0,0
YY8MNOnE8bg,Clean the RV With Me!,bonniehoellein,60137.0,0,0,0,0,0,0
l6-WOb5hyQs,Gingerbread House Decorating Vlogmas Day 20,bonniehoellein,45733.0,0,0,0,0,0,0
k9kBQc9nFew,Being Transparent,bonniehoellein,65593.0,0,0,0,0,0,0
ZylCVd0Loxg,"Danger, Danger! (WK 83.6)",bratayley,749724.0,0,0,0,0,0,0
vRgQLNqqRiM,Being an Ostrich (WK 285.5) | Bratayley,bratayley,860407.0,0,0,0,0,0,0
8ZcvSpaJq7Y,21 Questions About My Brother (WK 24),bratayley,1136730.0,1,0,0,0,0,0
g8yc6KnQQT4,She Got 9 Stitches! (WK 272.7) | Bratayley,bratayley,4684646.0,0,1,0,0,0,1
r4UvCKfG5_A,Christmas Eve With Bratayley (WK 155.7),bratayley,3607260.0,0,0,0,0,0,0
yXKJVa7ueFs,Fear & Falling (WK 441) Bratayley,bratayley,1181613.0,0,0,0,0,0,0
x_8Pyg5ASrw,A Visit From Baby New Year! (WK 260.5) | Bratayley,bratayley,863162.0,0,0,0,0,0,0
