channel,uploads_per_week,uploads_per_month,interval_mean_hours,interval_median_hours,interval_std_hours,interval_cv,interval_min_hours,interval_max_hours,burst_ratio,weekend_ratio,dow_entropy,hour_mean,hour_std,evening_ratio,hour_entropy,upload_trend_slope,upload_trend_r2,holiday_upload_ratio,views_mean,views_median,views_std,views_cv,views_skew,views_max_ratio,like_view_ratio_mean,comment_view_ratio_mean,views_growth_ratio,title_length_mean,title_length_std,title_caps_ratio,title_exclaim_ratio,title_question_ratio,title_emoji_ratio,title_allcaps_ratio,title_number_ratio,title_emotional_ratio,title_word_count_mean,exploit_score_mean,exploit_score_std,exploit_score_max,high_exploit_ratio,total_videos,channel_age_days,category
colinfurze,0.41106043329532493,1.7616875712656783,409.74171600432544,168.0011111111111,664.3070173661788,1.6212823625680477,0.0,5092.815833333333,0.058394160583941604,0.1407766990291262,1.250859068863757,15.837378640776699,2.137661573940277,0.19902912621359223,1.7222404472257125,0.008153390837049006,0.09908136776461009,0.01699029126213592,4483359.662621359,2356058.5,7695620.460940756,1.716485189689473,8.148950994600966,25.095344220993432,0.02496782623643624,0.0011123594672889459,1.185093690450198,36.24271844660194,14.307683280831098,0.2787310055887093,0.06067961165048544,0.043689320388349516,0.0005887211313667132,0.08980582524271845,0.30339805825242716,0.03155339805825243,6.084951456310679,0.021817550962864085,0.07963970640367676,0.3011354,0.16262135922330098,412,7016,adult
dailybumps,4.476338729763387,19.184308841843087,37.54493786075036,24.00111111111111,41.4831888590952,1.1048943272446299,0.0025,935.5047222222222,0.3561688311688312,0.314508276533593,1.9402693209126578,16.319701395650764,2.4036021483244414,0.22654982148653036,2.0128552729846767,-0.18115111918434312,0.662271598753882,0.02531645569620253,1357058.524180461,401397.0,3841910.311763983,2.8310572044666573,17.64244036832049,101.55953081185795,0.02354830326686481,0.002159876578952369,0.6126102679992038,35.857513794222655,14.401033158234382,0.5336726469803084,0.8743914313534566,0.05842259006815969,0.0069024663975681055,0.4294060370009737,0.28302499188575136,0.15384615384615385,6.166828951639078,0.07888916733076469,0.08862438357781768,0.4124939,0.39305420318078543,3081,4818,family
daviddobrik,0.9655172413793104,4.137931034482758,174.33979327017963,69.69416666666666,1118.5835670057754,6.416111583155733,0.23055555555555557,24362.532222222224,0.0017761989342806395,0.17553191489361702,1.8405186846262012,14.546099290780141,8.67140432476083,0.8457446808510638,2.6325121358308583,-0.08971319871232078,0.4583936395054401,0.028368794326241134,13358682.40070922,12334472.0,7105555.593414983,0.5319054215285293,0.8376970941926076,3.0685047948908313,0.029425489133374103,0.0006234072408794767,1.6726189343703242,37.008865248226954,7.730927448074194,0.6990766431150447,0.9698581560283688,0.06028368794326241,0.00016885102983191697,0.7287234042553191,0.05851063829787234,0.2074468085106383,6.381205673758865,0.14413612407003545,0.08701484696064031,0.36596632,0.6914893617021277,564,4089,adult
drewbinsky,1.748954807883735,7.495520605216006,96.14236421229842,28.954027777777778,302.3792384232266,3.1451196452327994,0.0005555555555555556,5758.251944444444,0.2878787878787879,0.3545816733067729,1.9311961412040193,13.523505976095617,5.689539393635184,0.35219123505976097,2.7038610551258095,0.050342688117740425,0.07679933847109253,0.02151394422310757,1170763.498007968,319551.0,2472056.589961659,2.1114910006741896,4.968592250024353,23.75532380990812,0.030922060567352413,0.00294822117404222,2.0990686513158563,39.897211155378486,9.88271493149025,0.25218158050303713,0.11155378486055777,0.1800796812749004,0.004645204995386554,0.08525896414342629,0.35776892430278884,0.09243027888446215,7.047808764940239,0.0018546676728446215,0.07495199111077526,0.35365197,0.09800796812749003,1255,5023,adult
dude_perfect,0.5734939759036144,2.4578313253012047,293.5371752892381,333.25111111111113,330.1757541357719,1.1248175084141618,0.3536111111111111,4180.781666666667,0.05697445972495088,0.28431372549019607,1.470381610024541,17.4,6.080404288078491,0.7235294117647059,2.338510047658683,0.021484587204524244,0.5548684633972826,0.025490196078431372,40143936.83921569,23466164.0,52779393.95677222,1.3147538112209574,4.2272571682389986,15.09388412568652,0.01764730540144051,0.0004895271335890976,0.3575399800858998,32.91960784313726,10.98004118228046,0.19362250279677068,0.07254901960784314,0.06470588235294118,0.01151397146198848,0.049019607843137254,0.24705882352941178,0.056862745098039215,5.952941176470588,0.051226125772745094,0.07374673856991631,0.26155728,0.2529411764705882,510,6225,adult
ehbee,1.8081761006289307,7.74932614555256,93.0107987622087,52.98888888888889,146.62682159088942,1.5764494396586723,0.0016666666666666668,1836.9666666666667,0.12619669277632725,0.4330434782608696,1.7906241301310604,15.669565217391304,2.624851901431052,0.22434782608695653,2.2067007666927667,-0.04423909511972134,0.11190211509140735,0.028695652173913042,2906296.979130435,850252.0,7216746.560942633,2.483141472727913,7.830612253004819,36.74496060342469,0.023928206419325884,0.0016522281698021534,0.6670737514220154,32.229565217391304,12.181446420130802,0.5759847172568927,0.6330434782608696,0.05652173913043478,0.003373136432495937,0.5130434782608696,0.10956521739130434,0.24695652173913044,5.609565217391304,0.03986479862054783,0.09215324135484718,0.36237556,0.24695652173913044,1150,4452,family
emmachamberlain,0.6961575718437197,2.983532450758799,242.1771887441187,144.3461111111111,503.5651820462993,2.0793254090432103,14.211666666666666,4752.559722222222,0.03908794788273615,0.4772727272727273,1.7173255681514523,15.993506493506494,6.588408291902118,0.6915584415584416,2.634084933785192,-0.08436937134824056,0.49437857398105556,0.01948051948051948,5561047.188311689,4894804.0,4396397.066540014,0.7905699983593814,3.3011567619177433,7.423621235721502,0.04094892002146419,0.001653890379170854,1.259505155093356,27.756493506493506,12.078831324514864,0.5117163737585326,0.022727272727272728,0.06168831168831169,0.0013644561034890886,0.564935064935065,0.07792207792207792,0.05844155844155844,5.14935064935065,0.05483901695720779,0.08860855049687191,0.3482868,0.30844155844155846,308,3097,adult
everleighrose,0.418106686701728,1.7918858001502629,404.4697081575246,169.23458333333332,1335.9417966778576,3.3029464746901693,10.216944444444444,13429.994166666667,0.006329113924050633,0.34591194968553457,1.782405147883499,16.88050314465409,5.780110791144184,0.7232704402515723,2.510358544504239,-0.008733401430030643,0.013296682309287369,0.025157232704402517,2933258.679245283,777836.0,8286021.779921128,2.824852045457202,7.179095529967341,28.65496132159281,0.01071900062651137,0.0,0.4672003014799944,61.57861635220126,17.273446237182807,0.5212751764028561,0.7924528301886793,0.09433962264150944,0.0017183138636954164,0.4088050314465409,0.1761006289308176,0.48427672955974843,9.962264150943396,0.04913379840515723,0.06997644388569096,0.2760141,0.20754716981132076,159,2662,family
familyfizz,2.9700058241118232,12.72859638905067,56.620191735347994,24.001666666666665,259.20534448924417,4.5779665618373775,0.0,9576.998055555556,0.3695054945054945,0.27110501029512696,1.92984190995582,16.521619766643788,1.773501723586717,0.3143445435827042,1.8378048606500943,-0.1857658526848094,0.27516120474947964,0.024708304735758406,803473.6561427591,336055.0,3676897.241321317,4.5762511480127674,31.604082621786716,164.39816537871735,0.020575759928554125,0.00037426379975265256,1.5444769345916232,48.245710363761155,12.152816898898013,0.34073384888746067,0.574468085106383,0.07137954701441318,0.011926023513237677,0.011667810569663692,0.1935483870967742,0.1818805765271105,8.794097460535347,0.046805119192439945,0.08327328337468043,0.35161635,0.25669183253260125,1457,3434,family
familyfunpack,4.538939051918736,19.452595936794584,37.0299850873799,24.00111111111111,79.48085245056708,2.146391694812072,0.0016666666666666668,2851.5680555555555,0.4068485200232153,0.3063533507397737,1.9410321800289623,13.554685233536409,5.467400402388173,0.3121554975340876,2.6695040645072616,0.09865875503806534,0.2507942251036125,0.02349869451697128,4625428.119524224,652411.0,20055060.046228204,4.335827847280672,15.377149323373072,136.2184716135659,0.006479000316286627,0.0003800594849040766,0.08098539528931958,40.05047867711053,16.369759081737676,0.20113761723911946,0.4197853205686104,0.05889178996228604,0.00373676994366174,0.04931824775166812,0.17174354511169132,0.10530896431679722,6.991006672468814,0.022700173178300694,0.1031378096168406,0.35423923,0.2286045836959675,3447,5316,family
grahamstephan,3.12907045589106,13.410301953818829,53.74125395773507,47.999722222222225,41.18121429595041,0.7662868143779725,0.005833333333333334,408.00083333333333,0.21736249171636846,0.10132450331125828,1.740207340098336,20.174834437086094,4.215833994375339,0.9331125827814569,1.9656896416207397,0.09860935524652337,0.16096608395850945,0.018543046357615896,917993.7178807947,352993.5,3053410.933421141,3.32617846282216,10.464323082888761,52.37580177672139,0.04249875980438153,0.003966944492430134,2.4246727477946983,43.213245033112585,13.867051573789016,0.24185570225665023,0.1562913907284768,0.04370860927152318,0.0033856935407715503,0.05033112582781457,0.4013245033112583,0.07417218543046358,7.868211920529801,0.028773553989043046,0.06969302270950381,0.4594948,0.1403973509933775,1510,3378,adult
gregdoucette,4.533889468196038,19.430954863697302,37.06548475321422,16.023888888888887,238.67442043133147,6.439263428509032,0.0,10807.236388888889,0.8417299286864505,0.2858785648574057,1.9458366703514518,15.706071757129715,4.890669409730432,0.47079116835326584,2.557974654140256,0.30558662323368213,0.6611906370179229,0.02207911683532659,282992.2596596136,175478.0,564994.904339186,1.9965030316333334,14.517057445805188,63.90088909764173,0.042358303421556553,0.004981123746723892,1.1747066849605792,44.68353265869365,19.267650621295573,0.1972879023361631,0.13523459061637536,0.19457221711131556,0.0007207351310841875,0.004599816007359705,0.18859245630174792,0.04622815087396504,7.977000919963201,-0.02631567031277659,0.07193924010727673,0.32045543,0.0531278748850046,4348,6713,adult
halfasinteresting,1.2446909667194928,5.3343898573692545,135.25537996031747,143.40041666666667,73.6191777073031,0.5442975926643524,8.0375,504.61833333333334,0.02142857142857143,0.044563279857397504,1.5739314756589415,15.7825311942959,1.9943978708694887,0.1497326203208556,1.8668340095343334,0.0004561476259589483,9.9527818642219e-05,0.024955436720142603,1407782.6381461676,1056938.0,1242428.8849455167,0.8825431222689347,3.2397107366749345,8.604136513539212,0.03186639452051306,0.0015119202026605831,0.6134430573030514,47.69340463458111,9.436750499769879,0.15347404665227712,0.0,0.049910873440285206,0.003583274068407577,0.0,0.27450980392156865,0.04634581105169341,8.376114081996436,0.026669473417094476,0.08586769728259326,0.30865455,0.18181818181818182,561,3155,adult
itsyeboi,1.109640831758034,4.755603564677289,151.68610447478196,73.99791666666667,1012.8809947892393,6.677480434324373,1.8666666666666667,23540.001111111113,0.013651877133105802,0.13969335604770017,1.591977646067533,3.1618398637137988,6.833668058570169,0.9846678023850085,1.4653226936232866,-0.0994634404302795,0.6664960471070747,0.027257240204429302,675354.3833049404,367003.0,1081252.9439533704,1.6010156603442907,6.395673004085042,22.65069625392938,0.049680345563463194,0.003848934013799058,0.6367323005906207,56.88756388415673,19.207443950187145,0.48243043895157794,0.8432708688245315,0.04088586030664395,0.00023336343460778687,0.3798977853492334,0.5400340715502555,0.3475298126064736,9.463373083475298,0.07997827060274275,0.08299763429923798,0.37828475,0.3696763202725724,587,3703,family
jacksepticeye,7.5842857142857145,32.50408163265306,22.158324646236288,20.999444444444446,50.15364247360023,2.263422134765008,0.0002777777777777778,1151.9944444444445,0.8174453654860587,0.27801845922019214,1.9457358467337893,17.136937276323224,3.5175158274132445,0.4710868336786589,2.0927785143765583,-0.4154716389979126,0.6668959467146425,0.021284611037860238,3312177.997551328,2461271.0,3600502.607526449,1.0870498536577073,9.28332269232455,34.44154030500053,0.029391763402229272,0.0034718245486412445,0.9867077210297064,45.759088340553774,16.97649464353532,0.3792162911003359,0.22452439254096818,0.07835750612168016,0.0005443656129586946,0.03428140892823507,0.6468261442832925,0.05970992653983801,8.784328498775665,0.08392441250088266,0.08267650801828597,0.39441037,0.41909964211715955,5309,4900,adult
jakepaul,2.5568957669549386,10.958124715521166,65.74691535051261,23.997500000000002,209.13352850648354,3.180887306903182,0.0019444444444444444,3989.1425,0.5074812967581047,0.2672897196261682,1.9379803641372257,16.301557632398755,6.491988449706421,0.712772585669782,2.687480219902371,0.03790307809472395,0.016471480567242094,0.01557632398753894,4980258.093457944,2224799.0,11073559.43513086,2.2234910776365315,15.827508888982143,61.42222376021589,0.029239582680826257,0.002462594462697183,0.16771325103656992,38.6417445482866,15.529133651531327,0.38793712389224494,0.14890965732087227,0.07975077881619938,0.01206977571213129,0.3364485981308411,0.22554517133956387,0.15700934579439252,7.093457943925234,0.089301939779963,0.08739088184835705,0.38418058,0.3956386292834891,1605,4394,adult
jamescharles,1.3194706994328922,5.6548744261409665,127.53731587757052,96.0813888888889,145.76862960062005,1.1429488585172254,3.3536111111111113,2473.0169444444446,0.01721664275466284,0.10601719197707736,1.3175997244414377,19.2621776504298,2.9032761116941046,0.9785100286532952,1.4928892195042285,0.010475148783461818,0.019613264652562135,0.02148997134670487,6804322.836676218,3506858.0,8263353.945388543,1.2144270846244907,2.6640727846004317,8.60271424578578,0.0383087914204075,0.0021390666316494977,0.2966602248956206,39.39828080229226,11.882572142133306,0.5375001224021226,0.4355300859598854,0.0673352435530086,0.011649585462917778,0.5114613180515759,0.13753581661891118,0.10458452722063037,6.789398280802292,0.08713206556108882,0.08301741296765658,0.3355795,0.4269340974212034,698,3703,adult
jeffnippard,1.021523178807947,4.377956480605487,164.73463834776334,120.03736111111111,179.15154339781157,1.087515929828998,0.0005555555555555556,1512.0019444444445,0.027597402597402596,0.31442463533225284,1.9072450174017748,15.502431118314425,4.536333541765526,0.353322528363047,2.511869960063892,-0.012278323238066068,0.034137092817634884,0.01620745542949757,3217825.7050243113,1120119.0,5553978.7270683395,1.7260035925489563,4.75637008866457,21.676775373846112,0.030294058005960408,0.0014797207562477525,8.973273145391127,56.20097244732577,17.906370819792823,0.19327809027888673,0.08265802269043761,0.22204213938411668,0.0013600836315246704,0.009724473257698542,0.30307941653160453,0.11507293354943274,9.651539708265803,-0.023513315053063207,0.07570422852540248,0.25936642,0.05834683954619125,617,4228,adult
jeffreestar,0.5157147685028726,2.210206150726597,326.56473627075354,95.22583333333333,1118.2999446088797,3.4244357102957426,20.84777777777778,13911.628888888888,0.03218390804597701,0.3967889908256881,1.8010167078811394,17.525229357798164,3.2556661401684885,0.6697247706422018,1.8922352977560433,0.00587645050089822,0.00980061288089923,0.009174311926605505,6000591.298165138,4166115.0,5983172.657214995,0.9970971792470736,2.6569658594935945,7.823303015880232,0.03286721923023548,0.004535531092102995,1.9669747936825468,51.46330275229358,12.580263035098602,0.46739675986778534,0.30045871559633025,0.1536697247706422,0.004397808621192748,0.20642201834862386,0.21100917431192662,0.03211009174311927,8.486238532110091,0.07938191336935206,0.0742248095465891,0.364862,0.3623853211009174,436,5918,adult
jordanmatter,0.6755112388034477,2.8950481663004903,249.15376169590644,167.9947222222222,1936.123403786704,7.770797400802455,0.0038888888888888888,41525.03555555556,0.04035087719298246,0.46409807355516636,1.3525190903600506,15.285464098073556,3.255890573189766,0.15411558669001751,1.9813083121878612,0.036184434122578456,0.48647869685818296,0.01926444833625219,24611674.008756567,16491036.0,33734569.85412678,1.3706735203027793,7.312059583782088,22.240756959695116,0.016017289832360036,0.00039858987316596935,4.877511062568785,51.74430823117338,16.491926201254778,0.33779134735019684,0.14185639229422067,0.05604203152364273,0.00195611953108451,0.07355516637478109,0.3467600700525394,0.46234676007005254,8.681260945709282,0.11646176553197898,0.09714600086976563,0.4348801,0.5551663747810858,571,5917,family
kara_and_nate,1.9488953952621775,8.352408836837903,86.29730037214247,48.54472222222222,89.19842878989229,1.03361783514941,0.050555555555555555,1032.1347222222223,0.16267942583732056,0.3967495219885277,1.9100766210768352,13.531548757170173,5.434469015849049,0.2982791586998088,2.674072955013001,-0.14251455546813532,0.5892128308851058,0.004780114722753346,966512.4837476099,382637.5,1402728.98153001,1.4513304329924324,3.876830197971179,15.77291784260174,0.022739996704262917,0.0012476190909933293,4.7398414290631194,47.28776290630975,16.220442632713482,0.36685845967968755,0.27533460803059273,0.05353728489483748,0.0032765192330012492,0.12715105162523901,0.3173996175908222,0.09464627151051626,8.183556405353729,-0.07862289947204588,0.07254477404231158,0.24873516,0.019120458891013385,1046,3757,adult
kkandbabyj,4.095558882235529,17.55239520958084,41.043457290481605,24.80263888888889,47.25051085383341,1.1512312551893937,0.003611111111111111,794.3291666666667,0.3724402730375427,0.2635394456289979,1.9441134905292907,17.00767590618337,5.383812397908569,0.684861407249467,2.587276682859242,-0.166102161781659,0.3845577628139649,0.020895522388059702,263846.7368869936,204078.0,750829.4171308359,2.845702872772001,26.21324944293616,97.69247595826769,0.04267325417421734,0.002311260683764772,0.7313443684373151,36.19616204690831,16.747851034508006,0.31155647667151415,0.64136460554371,0.04051172707889126,0.003197868102198464,0.27292110874200426,0.09808102345415778,0.08187633262260129,6.386780383795309,0.08174844611429,0.09356071236509526,0.3714378,0.423454157782516,2345,4008,family
kurzgesagt,0.534888698630137,2.2923801369863015,315.03332240948816,169.44,277.37264612717223,0.8804549436412836,0.001388888888888889,1680.4380555555556,0.02247191011235955,0.1568627450980392,1.4712126946471753,13.949579831932773,1.3080266861677319,0.008403361344537815,1.5847874027815025,0.029120152459810894,0.4663410041767249,0.011204481792717087,10296333.764705881,8799092.0,8995557.500208579,0.8736660743306373,2.8786044520129774,8.68918695183301,0.039143514344023723,0.001549846380530306,0.3433720922089419,39.38095238095238,13.062532240290356,0.1665516663225802,0.0392156862745098,0.3389355742296919,0.005755191362281658,0.0028011204481792717,0.06442577030812324,0.03081232492997199,7.238095238095238,0.027623049712109243,0.0840007272762461,0.3694203,0.20168067226890757,357,4672,adult
linustechtips,7.8868280414963845,33.800691606413075,21.307585461141343,23.1175,40.092683934879695,1.8816155405311759,0.0,2207.2183333333332,0.6377842891028325,0.33175223214285715,1.924832785237314,12.498325892857142,6.7863607572419316,0.5936104910714286,2.951505493731304,-0.018043816996174192,0.007261798126942907,0.024553571428571428,1321798.1407645089,676403.0,1812245.9649006743,1.3710459328173192,4.260593375936069,31.372675389008574,0.0270630539943567,0.0034564053622050295,5.911512141357069,56.116768973214285,19.664505978116775,0.20767802254281534,0.16294642857142858,0.12848772321428573,0.0018466352576169617,0.005161830357142857,0.6229073660714286,0.05803571428571429,10.123744419642858,0.021618627652526923,0.06749935909800754,0.3837083,0.11607142857142858,7168,6362,adult
markiplier,7.874311565696302,33.74704956726987,21.342153093544752,19.750138888888888,34.25855618586229,1.6052061868220922,0.0,861.3930555555555,0.7532353969919552,0.28116803636999477,1.9449679866394805,16.48330127644693,5.394187978835597,0.6156670746634026,2.506182576407854,-0.42829176811212744,0.6810842613282787,0.021682112257387656,4102455.086728449,2555371.0,7835160.089417984,1.9098710220533393,22.954455263654623,92.18819463093705,0.03028818627097674,0.0028927336632329505,1.788143565727284,37.071341143556566,15.1365990378476,0.3780431658827949,0.19251617415632102,0.05560412659555866,0.000854267711530987,0.07798566182899108,0.5688057352684036,0.055429270851547474,7.070816576324532,0.1032939464850738,0.07933686199429671,0.41379243,0.5144255988809232,5719,5084,adult
markwiens,1.7769829915752664,7.615641392465427,94.60947838345865,72.00430555555556,126.51179146028144,1.3371999679304916,0.0,2713.8975,0.03446115288220551,0.4376956793988729,1.6560385157248416,12.15466499686913,2.9505954695910543,0.07952410770194114,1.1651045894210104,0.018236354190343213,0.09103374319378653,0.023168440826549782,2002342.5873512838,1247286.0,3407844.1709641325,1.7019286272445808,12.733421247864365,43.38296131178489,0.01613312537535887,0.0011503162930773347,2.959917160060855,67.70256731371322,17.50080054513393,0.2117311736098632,0.6731371321227301,0.016906700062617408,0.03496912148020871,0.0006261740763932373,0.26424546023794615,0.2648716343143394,11.426424546023794,-0.09400187063975142,0.055470168000999166,0.1440384,0.0012523481527864746,1597,6291,adult
