channel_id,channel_title,views,caps_ratio,exclamation_count,has_open_mouth,has_text_overlay,num_faces,sentiment_compound,colorfulness,has_challenge,has_emotional_word,has_clickbait_phrase,emoji_count,subscribers,clickbait_intensity
UCa34wX6lIoc6tyQENlvjg6g,Being UK  Family Vlog,53736.5,0.00182417582417582,0.0,0.0,0.02,3.96,0.015158,64.00451381244346,0.0,0.0,0.0,0.0,181000.0,0.004364835164835164
UCaCJI3b1oJbjXBKFOfVq2tw,our family,108.0,0.5918367346938774,0.0,0.0,0.0,1.0,0.06554285714285714,61.021924403272976,0.0,0.2857142857142857,0.0,0.0,6670.0,0.11836734693877549
UCaj3LX7pAAXqVIuOTLOPc2g,The Family Vlogs,1921.0,0.5863823048510208,0.0,0.05263157894736842,0.15789473684210525,1.2105263157894737,-0.09304736842105263,60.55628411603752,0.05263157894736842,0.0,0.0,0.47368421052631576,6010.0,0.15938172412809892
UCakH8fd1GzGJqJMT0NISHJA,Family blog video,7317.5,0.06340310333704274,0.0,0.5,0.12,2.58,0.023041999999999997,51.66307835153494,0.0,0.02,0.0,0.08,1100000.0,0.13668062066740855
UCbZgDzTkBQMkPWYBFESJ3sQ,That YouTub3 Family - The Adventurers,34872.0,0.2267559529138775,1.14,0.74,0.12,3.96,0.105784,52.69628989335473,0.0,0.04,0.0,0.0,3580000.0,0.287289840889524
UCbZyw49gycS3tZy6xQya0fw,Actor boy sushil,495.5,0.32442321902661087,0.58,0.46,0.12,2.16,0.117912,52.88224585605187,0.0,0.02,0.0,1.06,7570.0,0.21646746589121177
UCbprhISv-0ReKPPyhf7-Dtw,Science Max - Scholastic,12514.0,0.18016302939416268,0.02,0.2,0.08,0.9,-0.004940000000000001,63.17400901649485,0.04,0.0,0.0,0.0,534000.0,0.09325959974386322
UCcULZfOaRdjQo9eQnhOvTLg,All Star Kid Children's Music Channel,1281.0,0.09194531653461205,0.5,0.48,0.1,1.0,0.018348,81.26009420081199,0.0,0.0,0.0,0.0,238000.0,0.16506390993268932
UCcdwLMPsaU2ezNSJU1nFoBQ,Baby Shark - Pinkfong Kids’ Songs & Stories,1044580.0,0.17356405176154557,0.12,0.06,0.0,0.82,0.22503,126.78439039274328,0.02,0.04,0.0,0.4,84500000.0,0.05407477354249317
UCdBpCFv_RTOOBrImOlPT97g,RodVivKids Family Vlog Philippines 🇵🇭 ,653.0,0.4488040790520757,0.36,0.34,0.02,1.68,-0.04668399999999999,51.77983399673403,0.0,0.08,0.02,5.02,11000.0,0.18784670538096732
UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,232657.5,0.7986594051922011,1.04,0.92,0.0,3.66,0.144434,70.83077572581136,0.3,0.06,0.0,0.0,2780000.0,0.4075355620200354
UCfaZw8XH_zmAVkBst_MPD6w,CKN ,3996274.0,0.2725520360410661,0.12,0.58,0.0,2.2,0.230378,90.3982260006871,0.02,0.02,0.0,0.0,19400000.0,0.17787237039839726
UCfqU64f0NafwnIs3zPO8VOg,SiS,1129.5,0.331334655014357,0.14,0.34,0.36,1.44,0.0,94.76060062161497,0.0,0.0,0.0,0.0,12500.0,0.21485588805808614
UCgQ9Xsx41bWj9nWcOasCPSg,FAMILY FUN,15467.5,0.0741248248404559,0.06,1.0,0.18,5.92,0.407958,50.85172220334814,0.0,0.02,0.0,1.02,851000.0,0.2545059465631832
UCgWYulnI9jVbikYmU6bVpXA,Canada Family Vlogs,203.0,0.12590476443640494,0.1,0.16,0.04,2.02,0.06302400000000001,56.757586510251194,0.0,0.02,0.0,0.28,14300.0,0.07131592221243438
UChGJGhZ9SOOHvBB0Y4DOO_w,Ryan's World,131061.0,0.471835880610815,1.36,0.42,0.08,1.88,0.160884,105.24331828802814,0.14,0.02,0.0,0.12,40300000.0,0.27780275894424894
UCi5_GXxKjgiW0oWAMYBnNIA,prabhati family lifestyle,130.5,0.05261901120841781,0.0,0.22,0.02,4.9,0.24522,62.594022772973595,0.0,0.04,0.0,0.38,9180.0,0.05852380224168356
UCj3tNa-UCt5Hhpvc4JnZGcQ,MomOf4 Vlogs,15183.0,0.249869671728697,0.4,0.36,0.3,2.94,0.074522,53.35893666987466,0.02,0.28,0.0,0.84,90300.0,0.2065138116463529
UCk8GzjMOrta8yxDcKfylJYw,✿ Kids Diana Show,2759676.0,0.16067139420230217,0.32,0.6,0.1,2.36,0.311234,123.84000864203139,0.22,0.0,0.0,0.02,138000000.0,0.19176618068095125
UClrJNVolt8PHT7o9HDkV-Bw,Village Cooking Boy,52426.0,0.08160488595564412,0.0,0.5714285714285714,0.6666666666666666,3.238095238095238,0.0,39.28830828668831,0.0,0.0,0.0,0.047619047619047616,3060000.0,0.2639400248101764
UCmKxf6bbhkUuVu4Ps3bfC6A,My OzLife,67324.5,0.8732731509891587,0.0,0.24,0.2,3.08,0.253844,54.42661072394158,0.0,0.02,0.0,0.0,610000.0,0.26265463019783175
UCmrtxIX1NxdsaOfdGxSl5YQ,The Young Fam,13003.5,0.23666382169471273,0.32,0.68,0.02,3.36,0.18493600000000002,56.812607208184666,0.0,0.0,0.04,0.98,892000.0,0.21496466617943338
UCniCPy-kRxYshisooylV--g,Earls Family Vlogs,21901.0,0.1846402051836489,0.98,0.64,0.06,2.68,-0.009847999999999999,55.724484692263225,0.0,0.02,0.0,0.0,541000.0,0.23705074042323288
UCnxJqjEqrGGQe2OAHiHd0Eg,Sarah • Family Life | Cozy Home & Lifestyle 🤍,7322.5,0.17531367424056124,0.06,0.16,0.04,1.18,0.11443400000000001,40.51674512869696,0.0,0.0,0.0,0.02,14500.0,0.07874371644320427
UCochAaNGtKkuPsmpw1JkH1A,Gulati Family in Canada,8076.5,0.49375741840928233,0.1,0.48,0.0,2.12,0.032354000000000015,63.33621440346519,0.0,0.08,0.0,0.54,54900.0,0.20088645300700986
UCpE_yAyidJKIsv8mnX1VYzA,JesssFam,63649.0,0.23134614769134593,0.1,0.28,0.02,2.46,0.037214000000000004,45.49261220375878,0.0,0.12,0.02,0.5,2460000.0,0.11640419886342257
UCpX0Oh5UZSmoGdapjJLvvfQ,Mami Aireh (Fil-Swiss Family vlog),5138.5,0.9801470342522974,1.3,0.1,0.02,1.6,0.08886200000000001,71.32481984652033,0.0,0.0,0.0,0.6,60800.0,0.2997840080774534
UCpnDeduW4x-ww_UOaUAH6WQ,Kids Tv - Preschool Learning Videos,24424.0,0.17560675292918826,0.0,0.08,0.0,0.7,0.127122,118.88423144741769,0.0,0.0,0.0,0.0,2200000.0,0.05112135058583765
UCpo_bRRIG8SfEXRhEvG94JA,Indian Foodie Family Vlogs,71.5,0.03352510396046063,0.08,0.66,0.0,1.38,0.10099399999999999,29.514852932541018,0.02,0.04,0.0,0.86,2320.0,0.14361299625221483
UCqh9gGUn9Y9Soo94R2qPfcw,Noob Family Vlogs,56615.0,0.3898303840186694,1.0,0.8,0.18,2.94,0.124552,86.336256323249,0.06,0.04,0.08,0.02,198000.0,0.35131577005526765
UCr3wdq5aVFBXwo84Vnd8NLg,Beast Family Vlogs ,165952.0,0.5369362006825402,0.54,0.64,0.06,2.48,-0.401914,95.02091405531864,0.0,0.02,0.0,0.18,1380000.0,0.2805160744923363
UCrXQvORCzycJ9mwE0bsLibQ,Daral - Iranian lifestyle,70384.5,0.14961949289094767,0.32,0.04,0.8,2.9,0.15373599999999998,45.2233796214657,0.02,0.06,0.0,0.54,214000.0,0.21755580041868036
UCrl8Xu6EqLSqUyWcEMXjPPg,Thakor Family Challenge,98440.0,0.5919044738690403,0.06382978723404255,0.5106382978723404,0.23404255319148937,3.5319148936170213,0.27802978723404254,61.91931856996834,0.723404255319149,0.0,0.0,0.5319148936170213,29700.0,0.27123300285369323
UCspL7qWLI7jfbPrZWm8KLEg,S Family vlogs,677.5,0.0542055569463301,0.0,0.8,0.0,3.12,-0.09635599999999998,49.73705852009747,0.06,0.02,0.02,1.82,7150.0,0.17484111138926606
UCt8y36oOifN7XfX6wYyYkNQ,Adventure Family Vlog,3295.0,0.21253232030891997,0.12,0.3,0.36,1.26,0.289194,73.6158441819591,0.04,0.0,0.0,0.04,4080.0,0.18186842725196806
UCtAXjvtx_fJdc8-kTAEcv6g,Maria & Family Vlogs,1805.0,0.178333762424661,0.08,0.26,0.22,4.74,0.388344,62.367449102538615,0.0,0.1,0.02,1.08,5770.0,0.1405747279450549
UCtZAaljDNIsIAIhwYYzvEiw,The Bee Family,92655.5,0.5926906780157066,0.74,0.62,0.06,3.34,0.06364,69.48213474724196,0.08,0.06,0.02,0.0,10300000.0,0.30393690860927636
UCt_KDu-DtBqvIw7X-V7mlmQ,Pari's Lifestyle,640817.5,0.23137405451227316,0.8,0.54,0.08,3.38,-0.384292,70.74194210533848,0.12,0.08,0.08,0.24,13800000.0,0.23535456550368167
UCtg19lKuAVJpxn-Xhv-WLTA,Priti’s family in Uk vlog,248.0,0.08707449379689874,0.0,0.24,0.08,3.22,0.248536,43.002287864139795,0.0,0.04,0.02,0.12,1840.0,0.08541489875937976
UCuAHfJyWROB4XRReS43EWUw,The Bucket List Family,186980.5,0.6014300499790033,1.36,0.44,0.14,1.28,0.241226,70.99760089429132,0.0,0.16,0.0,0.0,1500000.0,0.3197215928178866
UCuxRpCqRMfZU5glUi47bWXA,JacyandKacy,36211.5,0.22941145546735955,0.16,0.84,0.02,2.62,0.10798,39.05642208700411,0.16,0.0,0.0,0.0,4070000.0,0.22769824201371733
UCv7TYWhF5jhtuY3FDPf06Aw,Kids Channel Nursery Rhymes and Baby Songs,13138.0,0.1787024788468411,0.06,0.18,0.0,1.0,0.31484,128.77953400415933,0.0,0.06,0.0,0.02,1170000.0,0.07542147736446024
UCv9KaLMgXHG4Cafo8_qopsg,Suharsh Family in Canada,51815.5,0.022725587321670203,0.02,0.78,0.08,4.12,0.326252,67.31760296766701,0.0,0.0,0.0,0.68,331000.0,0.17777211132936477
UCvC7J4fzgzv2UL6ysQzS0-g,The Dad Vlog,67.0,0.2368540025974094,0.0,0.14,0.0,0.86,0.11181200000000001,21.798623354725517,0.0,0.0,0.02,0.0,20900.0,0.0793708005194819
UCvPCxEAFYD6H-AXOcjJk_Xw,TOY MONSTER ©,8937.5,0.20070798860429062,0.875,0.0,0.0,1.0,0.2679625,72.23244390721622,0.0,0.0,0.0,0.0,5010.0,0.09382257931595014
UCvlE5gTbOvjiolFlEm-c_Ow,Vlad and Niki,8484608.0,0.10447689486255154,0.14,0.66,0.1,2.36,0.39431400000000005,112.24700756675925,0.12,0.0,0.0,0.0,149000000.0,0.18148433602772507
UCvmLqYHtUnIFQ0mS-VICGpw,Family Channel,17022.0,0.21328715436911758,0.0,0.68,0.04,4.5,0.21484999999999999,55.23732366499976,0.0,0.02,0.0,0.54,329000.0,0.18665743087382353
UCvthuVsurPaVz2a7_4LepGg,Family Fun Pack,46599.5,0.3348279921189184,0.6,0.36,0.24,3.16,0.05525,59.715293228598895,0.08,0.02,0.0,0.16,10500000.0,0.22377541437470388
UCx3RchaoRFpDpB60x7xRREw,Meekah - Educational Videos for Kids,126504.5,0.18797856240670846,0.76,0.82,0.1,3.04,0.223722,102.61531749509922,0.04,0.02,0.0,0.12,6080000.0,0.26822147935250734
UCx5SjA82hQIDPdd3uLCssGQ,Big Family VLOG,5768.5,0.22426124734348424,1.88,0.62,0.06,2.3,-0.361072,61.480138859827775,0.0,0.0,0.0,1.22,479000.0,0.29618967278158026
UCxJrnvfqSSvly5hiq2Fe68g,SACCONEJOLYs,175360.0,0.7848630411996237,0.86,0.64,0.02,3.26,0.044558,58.83071125907699,0.0,0.02,0.0,0.06,1610000.0,0.3417333444362438
UCxq523tQwXhcgDDqBuwoiMQ,Lovleen Vats,34575.0,1.0,0.28,0.66,0.14,4.9,0.08031600000000001,68.32622669939212,0.0,0.08,0.02,0.52,707000.0,0.3811779141104295
UCyCyTe_1bT2aIPwG_gxbyeg,Daily Bumps,28503.5,0.49365925516748327,1.18,0.74,0.06,2.68,0.11005599999999999,61.34696927724026,0.06,0.06,0.02,0.44,5060000.0,0.33512448907030645
UCyS891Ie9r_GGB431XBvSPA,Family 5 Vlogs,8774.0,0.7665641020616324,0.66,0.32,0.04,2.72,-0.13978400000000002,66.97339539947981,0.0,0.02,0.02,0.14,86100.0,0.2698036179583388
UCyT6APaPTsFEwtEHu-oMqFA,TiffyQuake,18142.0,0.21731595757062636,0.12,0.68,0.08,2.86,0.143614,55.11176048068648,0.0,0.0,0.0,0.08,1260000.0,0.20282515470430934
